Iteration	Posterior	Likelihood	Prior	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	death_rate	turnover	diversification	birth_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	nu	root_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
4330	-2733.67	-2743.53	9.85639	0.0381943	0.0437706	0.0411641	0.0404958	0.0608987	0.0511125	0.0886094	0.0743455	0.124569	0.423088	0.0447719	0.0457216	0.0411311	0.0452305	0.041548	0.0922346	0.103619	0.143679	0.00840225	0.352092	0.0154615	0.0238638	51.2013	18.8229	42.9891	0.00567668	1.47935	0.244116	0.0857879	0.000226336	0.00024098	0.000233582	0.000242019	0.000299929	0.000274848	0.000513296	0.000505123	0.000761376	0.00189375	0.000256851	0.000258153	0.000245123	0.000246307	0.00037972	0.000555898	0.000701914	0.00110069	0.0426655	0.371285	0.0479861	0.118006	0.366881	0.053177	0.199156	0.323119	0.323298	0.154428
4340	-2737.29	-2739.64	2.35662	0.0261188	0.0548558	0.0374277	0.0468292	0.0548589	0.0443389	0.0504817	0.0331325	0.0901365	0.535251	0.0472132	0.0458552	0.0493059	0.0439807	0.0401871	0.0936603	0.130223	0.136971	0.0718789	0.607989	0.0463452	0.118224	45.4747	18.9244	38.4013	0.00565082	2.00623	0.160587	0.0867126	0.000187341	0.0002943	0.000245058	0.000265709	0.000288396	0.000254836	0.000407261	0.000461546	0.000641672	0.00196603	0.000262957	0.000253824	0.000263573	0.000237809	0.000378174	0.000632562	0.000754932	0.000840724	0.0798397	0.348539	0.0842929	0.0598463	0.382953	0.0445295	0.192273	0.329972	0.311234	0.166521
4350	-2742.95	-2741.65	-1.2994	0.0667014	0.0553827	0.0523355	0.0628362	0.067544	0.035877	0.0829156	0.0568323	0.177112	0.192393	0.0392421	0.0494379	0.0546857	0.0445099	0.0592649	0.110028	0.110025	0.235263	0.0257193	0.500438	0.0256742	0.0513935	51.0617	18.9066	35.4758	0.00548214	2.97303	0.316836	0.0862436	0.000345282	0.000301705	0.000293353	0.000279804	0.000292708	0.000233854	0.000528871	0.000457367	0.00113035	0.00139583	0.000243078	0.000257517	0.000271902	0.000284454	0.000464043	0.000603179	0.000946457	0.00151334	0.0436192	0.378822	0.0543691	0.110067	0.361623	0.0514999	0.178971	0.3262	0.331871	0.162959
4360	-2749.28	-2746.13	-3.14769	0.0585906	0.0407579	0.0418124	0.111443	0.07644	0.0643182	0.056446	0.0256	0.021776	0.0216411	0.0794008	0.061928	0.048533	0.0648345	0.0693171	0.136474	0.0912892	0.283085	0.0212267	0.264913	0.0589004	0.0801271	48.7175	18.41	37.5107	0.00562443	6.31687	0.556116	0.0752048	0.000359704	0.000251105	0.000254071	0.000536694	0.000438258	0.000355031	0.000542534	0.000328717	0.000857334	0.00162478	0.000397447	0.000356483	0.000318814	0.000377263	0.00057873	0.00064052	0.00105282	0.00236001	0.044398	0.385585	0.0553398	0.0606037	0.360041	0.0940317	0.162891	0.363896	0.310449	0.162764
4370	-2745.32	-2740.41	-4.90777	0.0486847	0.0350347	0.0500266	0.0842768	0.0641103	0.0678755	0.0646554	0.0476305	0.0909458	0.122373	0.0728554	0.06665	0.0541546	0.0669081	0.0558486	0.0503675	0.0589342	0.184835	0.0688993	0.600479	0.0458413	0.114741	52.922	22.9751	47.2959	0.0051571	3.12877	0.531407	0.0714537	0.000269544	0.000229979	0.000268636	0.000405173	0.000353173	0.000346881	0.000296592	0.000274782	0.000711115	0.0016858	0.000359722	0.000344386	0.000312166	0.000316534	0.000273883	0.00028184	0.000628571	0.00184687	0.0584553	0.342577	0.0728615	0.0821882	0.384658	0.05926	0.177462	0.336954	0.318279	0.167304
4380	-2740.18	-2744.18	3.99788	0.0629071	0.0726109	0.0549191	0.0745971	0.0530529	0.0670727	0.0509988	0.0533075	0.129727	0.312433	0.0639583	0.0705258	0.065505	0.075017	0.0747985	0.0840677	0.146387	0.137661	0.022024	0.366675	0.03804	0.060064	46.2335	22.8357	36.6502	0.00539516	1.38552	0.255573	0.0916415	0.000371472	0.000372579	0.000324854	0.000373765	0.000315648	0.000371183	0.000364353	0.000538693	0.000721302	0.00153224	0.000362782	0.000392613	0.000379069	0.00040414	0.000428555	0.000621671	0.000766245	0.00106078	0.0591486	0.393145	0.050891	0.0943201	0.350909	0.0515859	0.172826	0.337364	0.324938	0.164872
4390	-2739.1	-2741.13	2.02617	0.0460477	0.0770961	0.0847219	0.0796563	0.0699003	0.0906968	0.057862	0.119191	0.0420101	0.498964	0.0631006	0.0650177	0.0811987	0.0748727	0.0727184	0.0920379	0.0833835	0.205124	0.0275999	0.473016	0.0307489	0.0583489	49.6305	19.392	43.1594	0.00549234	2.42343	0.195218	0.105756	0.000326152	0.000434704	0.000455646	0.000392035	0.000365243	0.000427619	0.000411651	0.000556305	0.000678672	0.00190634	0.000351835	0.000384163	0.000428599	0.00040531	0.000452449	0.000481737	0.00079229	0.00109941	0.0541175	0.441885	0.0465623	0.0677234	0.342513	0.0471981	0.18116	0.317596	0.325499	0.175745
4400	-2745.76	-2749.52	3.7598	0.068098	0.143313	0.117117	0.0666013	0.0654523	0.062857	0.095901	0.145132	0.0741589	0.336636	0.0626302	0.0639075	0.117289	0.0807087	0.0870382	0.0810235	0.128657	0.162428	0.0255522	0.500011	0.025551	0.0511032	46.3816	19.3479	35.262	0.00506541	1.78865	0.254882	0.10883	0.000392914	0.000660026	0.000593681	0.000327305	0.000324395	0.000321057	0.000448097	0.000693426	0.000599203	0.00149814	0.000320482	0.00036627	0.000501469	0.000424853	0.00042565	0.000531058	0.00073723	0.00105692	0.0375386	0.391689	0.133048	0.0622063	0.332165	0.0433531	0.175935	0.322291	0.334869	0.166905
4410	-2737.79	-2741.52	3.72758	0.0936683	0.0886759	0.0791398	0.081872	0.077003	0.0736155	0.110013	0.0646259	0.0832882	0.388865	0.0799017	0.089078	0.0876409	0.0901118	0.0968317	0.124363	0.150974	0.20919	0.0640955	0.757434	0.0205264	0.0846218	45.2269	17.1487	41.1298	0.00516369	1.99519	0.358371	0.114937	0.000491842	0.000455223	0.000430602	0.000417674	0.000405104	0.000420049	0.000605123	0.000556645	0.000755133	0.00192925	0.000436279	0.00046264	0.00045893	0.000482659	0.00057109	0.000710877	0.000929887	0.00146535	0.069494	0.321516	0.0798375	0.0583764	0.417521	0.053255	0.175578	0.323665	0.334191	0.166566
4420	-2751.84	-2745.88	-5.96612	0.080086	0.0979829	0.0857701	0.100854	0.0818313	0.126882	0.0768365	0.0963074	0.0818561	0.326735	0.0771442	0.0854675	0.11586	0.0967033	0.106378	0.103843	0.124017	0.155107	0.0268349	0.334843	0.0533068	0.0801417	53.812	20.7258	36.4223	0.00500976	2.25064	0.257334	0.112203	0.000467071	0.000535651	0.000505059	0.000445863	0.000398214	0.000531909	0.00045258	0.000551886	0.000593563	0.00146302	0.000407323	0.000456316	0.000532445	0.000508695	0.000526579	0.000570762	0.000699171	0.00103311	0.0714655	0.350602	0.0847123	0.0598752	0.36751	0.0658341	0.187766	0.341401	0.330336	0.140497
4430	-2743.73	-2746.45	2.72318	0.0943061	0.0626269	0.0787199	0.0731778	0.0787539	0.0825936	0.120092	0.121542	0.13156	0.364993	0.080573	0.0767296	0.053559	0.0658825	0.0673272	0.090773	0.12334	0.15022	0.0116417	0.22451	0.0402121	0.0518538	48.0906	21.0266	37.4482	0.00577333	1.44667	0.258175	0.106487	0.000466581	0.00033539	0.000381845	0.000443827	0.000459923	0.000459913	0.000608696	0.000706894	0.000813405	0.00179888	0.00045408	0.000411673	0.000344788	0.000384532	0.000456382	0.000618073	0.000789677	0.0011789	0.0609769	0.354062	0.0722795	0.0588286	0.397681	0.056172	0.185064	0.297923	0.352634	0.164378
4440	-2750.23	-2748.79	-1.44201	0.0895672	0.0502339	0.0506229	0.112307	0.0853365	0.0663906	0.0902651	0.167383	0.0573386	0.265178	0.0949095	0.0681357	0.0530382	0.0589925	0.0794679	0.0904773	0.115591	0.190499	0.0101353	0.272121	0.0271104	0.0372458	54.1265	18.1841	39.6456	0.00524221	3.32428	0.225094	0.0992074	0.000443058	0.000270687	0.000271707	0.000543135	0.000472443	0.000352607	0.000473744	0.000741703	0.000649607	0.00128505	0.000427358	0.000333216	0.000293644	0.000362919	0.000445444	0.000540125	0.000802291	0.00108931	0.0538631	0.435327	0.0860532	0.0696393	0.317603	0.0375139	0.172228	0.311074	0.319081	0.197617
4450	-2740.24	-2745.09	4.84555	0.0465614	0.0694827	0.0939725	0.074639	0.0640627	0.056642	0.086105	0.0788767	0.128728	0.616232	0.0672122	0.0659283	0.0795388	0.065909	0.0553902	0.0826863	0.100698	0.204741	0.0974423	0.818496	0.0216081	0.11905	46.3877	21.8805	39.8661	0.0053008	1.5799	0.178364	0.113189	0.000270212	0.000394966	0.000459874	0.000375962	0.000347931	0.00032486	0.000447364	0.000475945	0.000883825	0.002106	0.000352875	0.000349421	0.000385495	0.000321491	0.000365958	0.000486042	0.000809535	0.00101538	0.0633014	0.403206	0.0629591	0.0625847	0.362487	0.0454618	0.174279	0.335329	0.292455	0.197937
4460	-2746.91	-2743.68	-3.22962	0.0428526	0.0329319	0.097991	0.0577738	0.0729845	0.0677164	0.0748029	0.0601534	0.0590494	0.173813	0.0699568	0.0698255	0.0701851	0.0639312	0.0556834	0.098753	0.124619	0.175997	0.0120838	0.198314	0.0488489	0.0609327	54.7721	20.9113	37.2399	0.00542585	3.00485	0.360261	0.0816122	0.000267321	0.000279749	0.000456249	0.000346524	0.000387789	0.000373141	0.000470844	0.000501275	0.000637664	0.0014489	0.000379219	0.000362872	0.000363848	0.000324505	0.000418974	0.000605993	0.00081555	0.00145483	0.0630917	0.474124	0.0627505	0.0623774	0.301005	0.0366513	0.170153	0.330573	0.336778	0.162496
4470	-2739.38	-2745.27	5.89673	0.0628267	0.0748143	0.0776039	0.0759323	0.0626363	0.0655685	0.1256	0.106008	0.0809219	0.305034	0.0851922	0.0766957	0.0700282	0.0764983	0.0796355	0.1177	0.136961	0.165287	0.0318571	0.472817	0.0355201	0.0673771	52.0733	17.0091	39.5299	0.00572432	1.12815	0.282626	0.102497	0.00040775	0.000414563	0.000422547	0.000461164	0.000423109	0.000407183	0.000696362	0.000695414	0.000704691	0.00168198	0.000463349	0.000438466	0.000419382	0.00044688	0.000564805	0.000728879	0.000865083	0.001282	0.0244743	0.412968	0.0408051	0.0588273	0.39031	0.072616	0.189787	0.325594	0.303045	0.181575
4480	-2749.96	-2745.56	-4.39582	0.066241	0.0375575	0.0776762	0.110483	0.0682921	0.067517	0.0790053	0.0439834	0.0344466	0.52231	0.0756658	0.0702074	0.0797951	0.0764983	0.0748663	0.0636982	0.109701	0.267088	0.032894	0.271125	0.08843	0.121324	48.115	21.6064	39.9336	0.0053932	4.05657	0.314631	0.106946	0.00038051	0.000316453	0.000424637	0.000501968	0.000388197	0.000371387	0.000384814	0.000414425	0.000813117	0.00225689	0.000393362	0.000395606	0.000421461	0.000408169	0.000373653	0.000467588	0.00101605	0.00156866	0.0303915	0.330154	0.0309278	0.0730503	0.445304	0.0901729	0.193634	0.326082	0.310034	0.170251
4490	-2741.98	-2747.86	5.87931	0.0746561	0.0588241	0.0768693	0.0642839	0.0919561	0.0777641	0.0601101	0.113246	0.130561	0.250028	0.0780824	0.0772154	0.0883855	0.0858812	0.0964626	0.118578	0.12519	0.208233	0.0335177	0.568699	0.0254198	0.0589376	48.8052	18.5926	38.6905	0.00536931	1.04669	0.318476	0.10424	0.000459395	0.000395207	0.000443652	0.000382205	0.000456495	0.000416067	0.000479716	0.000640119	0.000909546	0.00152624	0.000416921	0.000437858	0.000467846	0.00048953	0.00057731	0.000654434	0.000895127	0.00141403	0.0792355	0.363416	0.0658978	0.0657466	0.383235	0.0424695	0.168809	0.348187	0.302603	0.180401
4500	-2728.68	-2738.79	10.11	0.0794645	0.0662594	0.0549503	0.0588958	0.0588801	0.0891024	0.0900457	0.061905	0.0944341	0.235844	0.0608942	0.0784986	0.0624303	0.0766377	0.0773088	0.0804064	0.0984478	0.166151	0.0339673	0.408805	0.0491219	0.0830892	50.0267	19.0605	37.3041	0.00539985	0.921757	0.31706	0.0883643	0.000423276	0.000347453	0.000316919	0.000323424	0.000323382	0.00045251	0.000460208	0.000432941	0.000703561	0.0014928	0.00037635	0.000418857	0.000375473	0.000415644	0.000425819	0.000482893	0.000714398	0.00130464	0.0627995	0.360911	0.0600421	0.0928769	0.384675	0.0386956	0.193584	0.320187	0.317472	0.168756
4510	-2741.01	-2747.84	6.82929	0.0628341	0.0981636	0.081751	0.0897175	0.0638772	0.0843987	0.0432191	0.11867	0.148623	0.369975	0.0825543	0.0835079	0.0745499	0.084212	0.0852944	0.0846927	0.0881321	0.140031	0.0309776	0.447268	0.038282	0.0692596	50.9323	22.8826	37.9189	0.00538867	1.68573	0.229344	0.104678	0.000399108	0.000465348	0.000421127	0.000464158	0.000394536	0.000452397	0.000344637	0.000557193	0.000777731	0.00161477	0.000447427	0.000451894	0.000427758	0.000456707	0.000458002	0.000465648	0.000614749	0.000995221	0.0725582	0.300755	0.0678519	0.0773963	0.361178	0.120261	0.183109	0.345545	0.319668	0.151678
4520	-2742.09	-2746.47	4.38052	0.062544	0.0889483	0.0970833	0.0599048	0.0742426	0.0845586	0.130355	0.10224	0.0583905	0.340926	0.0687428	0.0770341	0.0847386	0.0746613	0.0737257	0.105207	0.117605	0.228177	0.0424919	0.446353	0.0527062	0.0951981	46.3496	17.9758	39.5511	0.00542009	2.80603	0.276093	0.107171	0.000369297	0.000470699	0.000492745	0.000348641	0.000387497	0.000437923	0.000638382	0.000595788	0.000776611	0.00167215	0.000395062	0.000411101	0.00043198	0.000402135	0.000484916	0.00060383	0.000937084	0.00136659	0.0666063	0.356562	0.0638374	0.0710476	0.331551	0.110396	0.183388	0.298325	0.342367	0.17592
4530	-2740.54	-2743.98	3.44752	0.0913091	0.105043	0.0921962	0.0738447	0.0929056	0.0760093	0.116379	0.0847724	0.0441995	0.27314	0.0758998	0.0762254	0.0966481	0.0836475	0.10186	0.104174	0.124534	0.20788	0.011924	0.238155	0.0381444	0.0500684	48.5081	22.0621	38.0614	0.00526825	2.17415	0.33576	0.106704	0.000508832	0.00053128	0.00049744	0.000394446	0.000444655	0.000401005	0.000580963	0.000551341	0.000664008	0.00160392	0.000400717	0.000421126	0.000474922	0.000488651	0.000542719	0.000602446	0.000875621	0.00143202	0.081728	0.345393	0.0317957	0.0780541	0.356091	0.106938	0.198691	0.321344	0.315181	0.164784
4540	-2758.1	-2746.89	-11.2102	0.0741788	0.0691605	0.1589	0.103187	0.110007	0.0685926	0.143427	0.123113	0.0946167	0.17576	0.0991214	0.0789292	0.0920006	0.0760117	0.0736299	0.120989	0.17823	0.188632	0.04811	0.354135	0.0877422	0.135852	55.1898	21.5476	34.2092	0.00542484	3.1723	0.298942	0.112694	0.000400919	0.000437136	0.000680547	0.000548745	0.000567245	0.000400141	0.000717207	0.000817366	0.000768289	0.00128759	0.000482948	0.000420265	0.00045572	0.000405891	0.000527887	0.000811606	0.000995083	0.00132251	0.0683273	0.417296	0.0495215	0.0777475	0.297704	0.0894038	0.199612	0.306786	0.328053	0.165548
4550	-2748.86	-2742.37	-6.48817	0.0610932	0.0351084	0.0740755	0.0599945	0.0622888	0.0410141	0.160797	0.0545084	0.0945712	0.253346	0.058424	0.0604241	0.0654425	0.0818036	0.0694921	0.152424	0.103649	0.171725	0.033916	0.735341	0.0122068	0.0461228	47.004	18.4389	39.6792	0.00573743	3.63452	0.358096	0.0922323	0.000374612	0.000288452	0.000400237	0.000339709	0.000346291	0.000290998	0.000898543	0.000453708	0.000763928	0.00175405	0.000340941	0.000408011	0.000422407	0.000434024	0.000636615	0.0007346	0.000789969	0.00151991	0.0480992	0.353825	0.0428283	0.0672395	0.410687	0.0773203	0.177282	0.343975	0.302253	0.17649
4560	-2733.96	-2745.05	11.0942	0.0672453	0.0606554	0.0748793	0.0914458	0.0718703	0.0849966	0.0854961	0.0877944	0.135299	0.32186	0.0818178	0.0735162	0.0768455	0.0823265	0.0829846	0.0818717	0.0896507	0.149859	0.0678169	0.734648	0.0244951	0.092312	50.6223	16.6241	35.4158	0.00549473	1.27199	0.230229	0.100023	0.000412737	0.000377765	0.000416844	0.000476019	0.000422238	0.000435493	0.000459821	0.000487507	0.000783434	0.00151679	0.00042676	0.000428157	0.000437304	0.00045417	0.000452921	0.000471235	0.000658022	0.00104424	0.0408092	0.361524	0.11986	0.0570484	0.348442	0.0723164	0.173306	0.335677	0.325602	0.165416
4570	-2734.81	-2743.89	9.08152	0.109515	0.12042	0.13602	0.0915296	0.0841757	0.0876989	0.126314	0.103293	0.150434	0.327987	0.0915917	0.0941036	0.128592	0.0963988	0.104184	0.126533	0.118134	0.154837	0.0713427	0.696937	0.0310233	0.102366	48.5603	18.6996	35.4051	0.00542583	0.968358	0.205865	0.125098	0.000579748	0.00067555	0.000717871	0.000496793	0.000476843	0.000493215	0.000685953	0.000600712	0.000828173	0.0014483	0.000503776	0.000516817	0.000610382	0.000544164	0.000625915	0.00066376	0.000740546	0.000978554	0.0436931	0.392385	0.0757786	0.0773111	0.364885	0.0459473	0.178282	0.333122	0.323124	0.165472
4580	-2746.47	-2742.96	-3.5058	0.0829848	0.068255	0.0859842	0.11245	0.0884267	0.091414	0.110278	0.106727	0.100056	0.348865	0.120375	0.103086	0.0771507	0.108627	0.10119	0.105493	0.112171	0.219375	0.00776034	0.34285	0.0148744	0.0226348	45.6794	21.1254	37.1879	0.00561674	2.65496	0.278535	0.11905	0.00051723	0.000408353	0.000458143	0.000653858	0.000586392	0.000546227	0.000605966	0.000614744	0.000897078	0.00176197	0.00062756	0.000594566	0.000521731	0.000589242	0.000580442	0.000611281	0.000931102	0.00139831	0.0756804	0.380604	0.0631151	0.0643915	0.37794	0.0382689	0.170017	0.333643	0.330029	0.166311
4590	-2748.08	-2753.86	5.77647	0.103007	0.0802705	0.0710916	0.0984823	0.0834513	0.096231	0.0735116	0.0900322	0.0979358	0.42617	0.0902996	0.0902046	0.076633	0.0844389	0.0910626	0.114041	0.117854	0.16025	0.0410256	0.653849	0.0217191	0.0627447	52.2668	16.8038	48.3165	0.00570355	0.876301	0.174545	0.113609	0.000553444	0.000447453	0.000421277	0.000538364	0.000495499	0.000531672	0.000534857	0.000592844	0.000736287	0.0017131	0.000514757	0.000498044	0.000459341	0.000500491	0.000584909	0.00066131	0.000793088	0.00095476	0.0811443	0.404538	0.0584629	0.110489	0.277179	0.0681866	0.201325	0.305235	0.322933	0.170507
4600	-2736.83	-2744.04	7.21077	0.0799939	0.0947767	0.100256	0.0732849	0.0977832	0.0915443	0.0853077	0.119158	0.0628778	0.357421	0.0848204	0.095796	0.0963284	0.0937553	0.103104	0.0874744	0.115607	0.189444	0.021198	0.276573	0.0554472	0.0766452	50.0277	19.3856	39.8392	0.0053091	1.10428	0.25675	0.112707	0.000486042	0.000507298	0.000521845	0.000419699	0.000484731	0.000497305	0.000458659	0.000623196	0.000669801	0.00163035	0.000479456	0.000503174	0.000504587	0.000522572	0.000505899	0.000539091	0.000809773	0.00118444	0.0490396	0.385215	0.0444231	0.100701	0.367755	0.0528664	0.178349	0.295498	0.331101	0.195052
4610	-2744.56	-2745.28	0.726586	0.0754253	0.0762138	0.0706436	0.0826711	0.0700765	0.104935	0.127789	0.092979	0.0910294	0.322223	0.0761711	0.0719612	0.08555	0.084929	0.106666	0.113272	0.147054	0.1825	0.0474246	0.501944	0.0470573	0.0944819	51.9831	19.1593	42.2865	0.00526922	2.57681	0.248468	0.110116	0.00047974	0.000426185	0.00041151	0.000418487	0.000385306	0.000466053	0.000635103	0.000632392	0.000720644	0.00150355	0.000390271	0.000413345	0.000449146	0.000504779	0.000579452	0.000685857	0.000868246	0.00113543	0.0505543	0.326485	0.0739878	0.106156	0.398048	0.0447699	0.194209	0.302562	0.321447	0.181782
4620	-2738.12	-2744.42	6.30717	0.0477477	0.0573518	0.0549476	0.0616318	0.078576	0.0415771	0.121662	0.0515907	0.0298566	0.368081	0.0684034	0.0657736	0.0561043	0.0639906	0.0653593	0.0804565	0.0823513	0.188153	0.0233768	0.527691	0.0209233	0.0443001	52.7128	21.6515	47.5926	0.00538307	2.21367	0.165229	0.0879786	0.000304432	0.000305371	0.0002989	0.000349994	0.0003956	0.000288938	0.000544009	0.00036051	0.000586781	0.00143542	0.000361142	0.000349265	0.00032324	0.00034815	0.000392468	0.000438203	0.000728072	0.00095114	0.0377201	0.377829	0.0694141	0.0995934	0.373441	0.0420024	0.173673	0.320455	0.346361	0.159511
4630	-2740.34	-2745.95	5.61069	0.0738391	0.0617954	0.0528288	0.0402347	0.0588554	0.048355	0.0792893	0.138317	0.121456	0.426003	0.0469189	0.059694	0.0588158	0.0594054	0.0825961	0.0943214	0.110251	0.251305	0.0285291	0.496889	0.0288863	0.0574155	46.1875	19.6074	34.6889	0.00524624	1.97851	0.180636	0.103571	0.000410349	0.000316378	0.000292858	0.000228615	0.000277459	0.000283426	0.000455402	0.000652022	0.000977796	0.00159129	0.000279659	0.000312412	0.000310109	0.000372487	0.000464076	0.000536618	0.000948404	0.00113303	0.0405228	0.412775	0.0559758	0.105849	0.339754	0.0451233	0.165467	0.333637	0.324547	0.17635
4640	-2742.11	-2744.16	2.04285	0.0822122	0.0317182	0.0384242	0.0666391	0.0367308	0.0560372	0.0870696	0.0962746	0.0712679	0.410231	0.0524072	0.0587509	0.03754	0.0569675	0.0514633	0.0713993	0.0796446	0.235609	0.0846615	0.61367	0.0532978	0.137959	47.2715	19.6397	40.8975	0.00539365	3.50733	0.297713	0.0900215	0.000360499	0.000186777	0.000204862	0.000321047	0.00024039	0.000309563	0.000427363	0.000474423	0.000827592	0.0019092	0.000299774	0.000312072	0.00025487	0.000292419	0.000331339	0.000407339	0.000850182	0.00143827	0.0505982	0.409471	0.0555278	0.105002	0.337035	0.0423665	0.163709	0.346005	0.322394	0.167892
4650	-2729.23	-2738.58	9.34303	0.0560982	0.0415728	0.0545545	0.0679682	0.0396296	0.0386892	0.056352	0.0495675	0.147436	0.333205	0.0519146	0.0494857	0.0464729	0.0488326	0.0465477	0.0606947	0.0996248	0.180869	0.0986262	0.778148	0.0281185	0.126745	51.4686	20.0572	37.3588	0.00574688	1.57962	0.239181	0.0816397	0.000294947	0.000252994	0.000290296	0.000344476	0.000263047	0.000253365	0.000336327	0.000428695	0.000943364	0.00164472	0.000291368	0.000282512	0.000273855	0.00027407	0.000308155	0.000460668	0.000805982	0.00120699	0.0479667	0.425589	0.0610456	0.0764863	0.34875	0.0401631	0.179017	0.330233	0.322699	0.168051
4660	-2735.01	-2741.95	6.94027	0.0343208	0.0366688	0.0582142	0.0408244	0.0368626	0.0364233	0.0860072	0.0873677	0.129798	0.265677	0.0429992	0.0459917	0.0529847	0.0434338	0.0422678	0.0704557	0.0817062	0.121773	0.00366221	0.115291	0.0281027	0.0317649	51.1491	18.3828	34.6316	0.00615638	1.24674	0.188888	0.0729875	0.000235754	0.000275971	0.000342291	0.000258025	0.00024583	0.000253689	0.000481623	0.000520441	0.000774381	0.00139924	0.000273931	0.000275269	0.000296795	0.000263806	0.000346984	0.000468383	0.000626347	0.000956273	0.0529099	0.330281	0.0460823	0.0843687	0.38469	0.101668	0.19356	0.333553	0.308754	0.164132
4670	-2745.03	-2742.24	-2.78996	0.0595638	0.0323681	0.0363887	0.0354293	0.0707636	0.0323316	0.030481	0.0428267	0.0574617	0.214437	0.0386221	0.0400611	0.0306422	0.0419099	0.0542942	0.106652	0.128023	0.19491	0.00514281	0.0680332	0.0704499	0.0755927	52.1536	23.8991	41.2459	0.0053947	3.73463	0.3009	0.069287	0.000307115	0.000169961	0.000180806	0.000199742	0.000295051	0.000195268	0.000369896	0.000460841	0.000680735	0.00139004	0.000212236	0.000221105	0.000195698	0.000259496	0.000434129	0.000633001	0.000871063	0.00133737	0.0652618	0.335002	0.0486466	0.10322	0.405063	0.0428067	0.190949	0.32007	0.331483	0.157498
4680	-2746.33	-2742.61	-3.71928	0.0388986	0.0925821	0.047715	0.0537384	0.0380088	0.0538726	0.0623014	0.0368801	0.0855221	0.465103	0.0498844	0.0563161	0.0613843	0.0599174	0.0789123	0.11574	0.141632	0.162316	0.0568528	0.480565	0.0614514	0.118304	51.8328	22.0558	41.9831	0.00555086	3.40695	0.160678	0.0944847	0.000326976	0.000427323	0.000302798	0.000287598	0.000243941	0.000305821	0.000494142	0.000495447	0.000687858	0.00173681	0.000294752	0.000322598	0.000336664	0.000385312	0.000540244	0.000714317	0.000843586	0.000896449	0.0641112	0.385461	0.0362794	0.101614	0.34567	0.0668645	0.189295	0.321048	0.328613	0.161043
4690	-2747.79	-2749.66	1.86358	0.128725	0.064316	0.0676854	0.033869	0.0514414	0.0569471	0.0983818	0.0774589	0.092861	0.671344	0.0436949	0.0662185	0.0659067	0.0677804	0.067009	0.0974847	0.0953649	0.141391	0.0341058	0.453579	0.0410869	0.0751928	45.6101	18.422	39.5777	0.00588356	2.48028	0.158857	0.110438	0.000575807	0.000383087	0.000392999	0.000228176	0.000279871	0.000362326	0.000576197	0.00050841	0.00068912	0.00244227	0.000323341	0.000394196	0.000393278	0.000396521	0.000483905	0.000567322	0.000696485	0.000883265	0.0636713	0.302007	0.0497347	0.0741449	0.459451	0.0509912	0.182813	0.344007	0.318898	0.154282
4700	-2734.13	-2738.29	4.16143	0.063578	0.0376415	0.046995	0.0486306	0.0715912	0.0755957	0.0805151	0.147143	0.145813	0.474454	0.071055	0.0636977	0.0471987	0.0559456	0.0599128	0.0793453	0.0937025	0.148604	0.027282	0.377521	0.0449842	0.0722661	50.5616	18.6425	42.3771	0.00520927	2.55348	0.204066	0.100634	0.000321648	0.000220978	0.00024534	0.000311737	0.000371541	0.000362808	0.000416378	0.000627314	0.00076685	0.0017673	0.000350982	0.000311627	0.000268653	0.000301769	0.000362716	0.000450726	0.000631121	0.000918578	0.0689313	0.353514	0.0529002	0.0816438	0.376494	0.0665166	0.178835	0.316213	0.331686	0.173266
4710	-2731.27	-2741.64	10.3676	0.0903796	0.0770049	0.0683829	0.0560549	0.0662076	0.0782331	0.0713978	0.104765	0.0609763	0.356285	0.0724766	0.0693271	0.0763455	0.0773313	0.076447	0.0861247	0.122094	0.1692	0.0380049	0.5618	0.0296435	0.0676484	48.0969	21.9555	42.7927	0.005234	1.86915	0.191842	0.0988352	0.000436585	0.000401318	0.000378754	0.000336367	0.000362937	0.000386165	0.000412236	0.00059369	0.000602372	0.00143445	0.000371101	0.000383805	0.000402172	0.000402438	0.00042545	0.000544908	0.000762316	0.000944848	0.0616501	0.399293	0.0325475	0.0800858	0.365322	0.0611021	0.192379	0.329309	0.311906	0.166406
