Iteration	Posterior	Likelihood	Prior	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[1]	br_lens[2]	br_lens[14]	br_lens[15]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	sf[4][0]	sf[4][1]	sf[4][2]	sf[4][3]	er[4][0]	er[4][1]	er[4][2]	er[4][3]	er[4][4]	er[4][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[3][0]	sf[3][1]	sf[3][2]	sf[3][3]	er[3][0]	er[3][1]	er[3][2]	er[3][3]	er[3][4]	er[3][5]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	norm_gamma_rates[3][0]	norm_gamma_rates[3][1]	norm_gamma_rates[3][2]	norm_gamma_rates[3][3]	shape[3]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[0]	shape[1]	shape[2]	shape[3]	shape[4]	norm_gamma_rates[4][0]	norm_gamma_rates[4][1]	norm_gamma_rates[4][2]	norm_gamma_rates[4][3]
1780	-9560.13	-9578.48	18.3507	0.0218236	0.0434741	0.00886722	0.713559	0.0504836	0.0614271	0.0112301	0.0332905	0.0146523	0.02345	0.0251786	0.00621718	0.00746886	0.0304314	0.0199597	0.00886722	0.713559	0.0504836	0.0112301	0.0614271	0.0332905	0.0146523	0.02345	0.0251786	0.00621718	0.00746886	0.0218236	0.0434741	0.0304314	0.0199597	0.317117	0.177111	0.228256	0.277517	0.271436	0.204488	0.301024	0.223052	0.0965146	0.0984368	0.0801075	0.0198656	0.512448	0.192627	0.130119	0.207648	0.128071	0.204788	0.226681	0.102693	0.280659	0.216319	0.240534	0.262488	0.317299	0.127419	0.136594	0.418688	0.108132	0.349736	0.0195398	0.062105	0.35373	0.106758	0.0662559	0.421257	0.0196029	0.0393421	0.425761	0.0277809	0.709166	0.904744	1.06137	1.32472	16.8022	0.0871975	6.89204e-08	0.000390503	0.0615362	3.93807	0.695089	0.898917	1.06356	1.34243	15.168	0.0871975	15.168	16.8022	6.85896	6.85896	0.564758	0.838208	1.07928	1.51775
1790	-9558.8	-9577.33	18.5268	0.0313939	0.040191	0.0109339	0.744901	0.0512381	0.0715723	0.00533204	0.0250882	0.0145968	0.0238405	0.0272108	0.00915402	0.0101125	0.0427047	0.0181894	0.0109339	0.744901	0.0512381	0.00533204	0.0715723	0.0250882	0.0145968	0.0238405	0.0272108	0.00915402	0.0101125	0.0313939	0.040191	0.0427047	0.0181894	0.309713	0.192857	0.219403	0.278027	0.233776	0.239684	0.314953	0.211587	0.126149	0.153236	0.158638	0.0171375	0.400494	0.144345	0.121146	0.29616	0.115475	0.149309	0.211048	0.106862	0.270131	0.219485	0.244054	0.26633	0.301549	0.124962	0.142628	0.430861	0.112039	0.330236	0.0184503	0.0586422	0.379827	0.100806	0.0578391	0.367742	0.0158348	0.0306191	0.495324	0.0326404	0.582275	0.847142	1.0777	1.49288	7.53733	0.0909512	1.32755e-07	0.000541791	0.0704893	3.92897	0.589858	0.850929	1.07697	1.48225	7.8589	0.0909512	7.8589	7.53733	8.91619	8.91619	0.612108	0.86177	1.07461	1.45152
1800	-9562.01	-9578.43	16.4238	0.0228214	0.0392625	0.00794658	0.86081	0.0449007	0.0727874	0.0103203	0.0395119	0.0160748	0.0117595	0.0460323	0.00720475	0.00722528	0.0478455	0.0169481	0.00794658	0.86081	0.0449007	0.0103203	0.0727874	0.0395119	0.0160748	0.0117595	0.0460323	0.00720475	0.00722528	0.0228214	0.0392625	0.0478455	0.0169481	0.30074	0.18727	0.202307	0.309683	0.225871	0.242157	0.318202	0.21377	0.0754102	0.146244	0.0881941	0.0276778	0.576187	0.0862875	0.0922903	0.209816	0.133534	0.190547	0.310228	0.0635849	0.284211	0.21524	0.192408	0.308141	0.284713	0.12627	0.148011	0.441006	0.121139	0.348794	0.0250419	0.00815756	0.386575	0.110292	0.0711092	0.361209	0.0124293	0.0278499	0.497714	0.0296884	0.679724	0.892406	1.06586	1.36201	13.6283	0.10568	1.10813e-06	0.00156317	0.109342	3.88909	0.570902	0.841372	1.07875	1.50898	7.08728	0.10568	7.08728	13.6283	20.6454	20.6454	0.735754	0.915402	1.057	1.29184
1810	-9563.28	-9578.67	15.3986	0.0210287	0.0418291	0.012821	0.820895	0.044538	0.0646392	0.00901488	0.0350522	0.0174227	0.00324322	0.0460323	0.00921339	0.00443512	0.0430462	0.0193856	0.012821	0.820895	0.044538	0.00901488	0.0646392	0.0350522	0.0174227	0.00324322	0.0460323	0.00921339	0.00443512	0.0210287	0.0418291	0.0430462	0.0193856	0.312332	0.188484	0.217765	0.281419	0.203835	0.240216	0.327104	0.228845	0.0900461	0.192609	0.17951	0.0410126	0.39155	0.105273	0.0693973	0.231699	0.147462	0.210421	0.270804	0.0702167	0.293534	0.209106	0.17911	0.31825	0.327016	0.122769	0.148671	0.401544	0.109967	0.350721	0.023708	0.00772304	0.406842	0.101039	0.0549792	0.427404	0.0132664	0.0200077	0.454022	0.0303212	0.561904	0.836728	1.07952	1.52185	6.75626	0.0990349	4.60058e-07	0.00100784	0.0911728	3.90782	0.627514	0.869048	1.07282	1.43062	9.76436	0.0990349	9.76436	6.75626	57.1205	57.1205	0.837184	0.952187	1.03782	1.17281
1820	-9563.23	-9578.68	15.4499	0.02406	0.0418291	0.0109278	0.793981	0.044538	0.0756688	0.00837989	0.0460315	0.0104805	0.000713664	0.0460323	0.0125024	0.00800581	0.0354177	0.0179231	0.0109278	0.793981	0.044538	0.00837989	0.0756688	0.0460315	0.0104805	0.000713664	0.0460323	0.0125024	0.00800581	0.02406	0.0418291	0.0354177	0.0179231	0.304043	0.210021	0.211986	0.27395	0.234886	0.233654	0.322863	0.208598	0.0960267	0.164642	0.178502	0.0407825	0.415364	0.104682	0.149917	0.206028	0.0967968	0.137078	0.251063	0.159118	0.311218	0.19987	0.176516	0.312396	0.329648	0.111538	0.135069	0.423746	0.116779	0.292601	0.021814	0.0438665	0.431972	0.0929667	0.0620328	0.454826	0.0146699	0.0210891	0.413853	0.0335292	0.665384	0.886184	1.0679	1.38053	12.3815	0.0930544	1.87292e-07	0.000643405	0.0756974	3.92366	0.765221	0.926702	1.05182	1.25625	26.5505	0.0930544	26.5505	12.3815	36.9109	36.9109	0.799223	0.939106	1.04544	1.21624
1830	-9558.66	-9576.63	17.9665	0.0300472	0.0337409	0.0106981	0.818763	0.0438349	0.0724418	0.00918806	0.0332493	0.00544665	0.00108816	0.0477495	0.00865139	0.00772648	0.0374683	0.0152147	0.0106981	0.818763	0.0438349	0.00918806	0.0724418	0.0332493	0.00544665	0.00108816	0.0477495	0.00865139	0.00772648	0.0300472	0.0337409	0.0374683	0.0152147	0.295131	0.208716	0.213369	0.282783	0.278107	0.185175	0.301736	0.234982	0.113299	0.126095	0.125922	0.0552311	0.458745	0.120708	0.139289	0.187631	0.0868073	0.175491	0.265873	0.14491	0.289019	0.214702	0.214377	0.281901	0.297195	0.113216	0.145954	0.443634	0.086023	0.361514	0.0170781	0.0343429	0.422627	0.0784145	0.055049	0.46358	0.022273	0.019798	0.409545	0.0297544	0.583328	0.847671	1.0776	1.4914	7.58092	0.0932855	1.94325e-07	0.00065536	0.0762775	3.92307	0.673214	0.8896	1.0668	1.37039	13.0415	0.0932855	13.0415	7.58092	5.12376	5.12376	0.507138	0.806866	1.08308	1.60292
1840	-9557.86	-9574.11	16.2524	0.0234558	0.0385804	0.00943013	0.896447	0.0525174	0.060908	0.00761426	0.0430557	0.00998492	0.00196593	0.0583596	0.00842634	0.0093856	0.0308361	0.0145005	0.00943013	0.896447	0.0525174	0.00761426	0.060908	0.0430557	0.00998492	0.00196593	0.0583596	0.00842634	0.0093856	0.0234558	0.0385804	0.0308361	0.0145005	0.301363	0.191688	0.221109	0.28584	0.262086	0.225179	0.287987	0.224748	0.111918	0.122156	0.126043	0.0324447	0.486613	0.120825	0.120063	0.166833	0.124527	0.262144	0.224543	0.10189	0.310059	0.195577	0.216354	0.278011	0.290698	0.132898	0.134568	0.441836	0.080323	0.356926	0.0368669	0.0418604	0.384523	0.0995004	0.0706962	0.474817	0.0228129	0.0202779	0.378516	0.0328797	0.512652	0.810003	1.08282	1.59453	5.26312	0.0887149	9.04361e-08	0.000447264	0.0651004	3.93445	0.352408	0.704095	1.07932	1.86418	2.56364	0.0887149	2.56364	5.26312	34.1753	34.1753	0.791715	0.936424	1.04688	1.22498
1850	-9571.39	-9587.1	15.7098	0.0234558	0.0503611	0.0108231	0.934829	0.0577328	0.0791213	0.0123559	0.0277733	0.0156257	0.00219397	0.0583596	0.00397013	0.00739279	0.0431912	0.0238651	0.0108231	0.934829	0.0577328	0.0123559	0.0791213	0.0277733	0.0156257	0.00219397	0.0583596	0.00397013	0.00739279	0.0234558	0.0503611	0.0431912	0.0238651	0.300851	0.203875	0.216017	0.279257	0.255599	0.219605	0.294401	0.230394	0.0477918	0.152046	0.12778	0.0459986	0.492054	0.13433	0.155509	0.166964	0.19299	0.0917681	0.273265	0.119503	0.259813	0.230366	0.229691	0.28013	0.294616	0.119022	0.128032	0.458329	0.151998	0.331712	0.0275555	0.0389033	0.35736	0.0924715	0.065161	0.374832	0.00621575	0.0389114	0.484575	0.0303053	0.75561	0.923074	1.05355	1.26777	24.3849	0.0820409	2.5394e-08	0.000237143	0.050031	3.94973	0.343825	0.697383	1.07831	1.88048	2.47241	0.0820409	2.47241	24.3849	8.88695	8.88695	0.611542	0.861499	1.07467	1.45229
1860	-9557.51	-9576.18	18.6685	0.0245465	0.0359377	0.00820718	0.826679	0.0373602	0.0596093	0.0110145	0.0274692	0.0100531	0.00354907	0.0414229	0.00753847	0.00472614	0.0366471	0.0228389	0.00820718	0.826679	0.0373602	0.0110145	0.0596093	0.0274692	0.0100531	0.00354907	0.0414229	0.00753847	0.00472614	0.0245465	0.0359377	0.0366471	0.0228389	0.31105	0.19955	0.216067	0.273333	0.221436	0.231001	0.310831	0.236732	0.097387	0.154366	0.175434	0.0351206	0.410402	0.12729	0.0873912	0.191399	0.0976751	0.14502	0.262627	0.215888	0.301087	0.225994	0.193032	0.279887	0.323768	0.127887	0.120646	0.427698	0.114614	0.364622	0.0124921	0.0194337	0.364766	0.124072	0.0728938	0.453984	0.0158481	0.0320987	0.394543	0.0306323	0.516038	0.811915	1.08264	1.5894	5.35112	0.0776287	9.72613e-09	0.000146818	0.0410017	3.95885	0.412112	0.747505	1.08368	1.75671	3.31295	0.0776287	3.31295	5.35112	6.60035	6.60035	0.557461	0.834408	1.07988	1.52825
1870	-9551.12	-9567.93	16.8114	0.0188676	0.0343721	0.0107386	0.800798	0.04512	0.067268	0.00591623	0.0327841	0.0095171	0.0109836	0.0414229	0.00932781	0.00591077	0.0387006	0.024178	0.0107386	0.800798	0.04512	0.00591623	0.067268	0.0327841	0.0095171	0.0109836	0.0414229	0.00932781	0.00591077	0.0188676	0.0343721	0.0387006	0.024178	0.313351	0.186405	0.22489	0.275354	0.244897	0.201324	0.293361	0.260418	0.103048	0.163339	0.116678	0.047988	0.434258	0.134689	0.106946	0.225652	0.11984	0.167045	0.272525	0.107991	0.303752	0.195363	0.204447	0.296438	0.305773	0.120483	0.13608	0.437664	0.107306	0.359753	0.022754	0.0163293	0.414362	0.0794951	0.0506252	0.390627	0.0183774	0.0514193	0.462594	0.0263574	0.487899	0.795677	1.08382	1.6326	4.67293	0.104263	9.27444e-07	0.00143026	0.105394	3.89317	0.772149	0.929284	1.05056	1.24801	28.287	0.104263	28.287	4.67293	19.7578	19.7578	0.730273	0.913241	1.05793	1.29856
1880	-9560.57	-9578.3	17.7237	0.0194049	0.0428965	0.0107386	0.792023	0.0443155	0.0649698	0.00678126	0.0272032	0.0197547	0.0221809	0.0331668	0.0085764	0.00658746	0.0403577	0.0267527	0.0107386	0.792023	0.0443155	0.00678126	0.0649698	0.0272032	0.0197547	0.0221809	0.0331668	0.0085764	0.00658746	0.0194049	0.0428965	0.0403577	0.0267527	0.292745	0.191999	0.231639	0.283617	0.255297	0.209636	0.279759	0.255308	0.116466	0.184607	0.129271	0.0287806	0.416728	0.124147	0.0718065	0.309284	0.135693	0.170029	0.221681	0.0915067	0.284197	0.192584	0.245865	0.277354	0.316003	0.113875	0.135221	0.434901	0.120783	0.318836	0.0369926	0.0172316	0.42227	0.0838873	0.0792827	0.388997	0.018469	0.0489799	0.440648	0.023623	0.727791	0.912257	1.05834	1.30161	19.3736	0.0961601	3.02877e-07	0.000817967	0.0836179	3.91556	0.606148	0.858905	1.07527	1.45968	8.61495	0.0961601	8.61495	19.3736	4.53043	4.53043	0.481323	0.791762	1.08401	1.64291
1890	-9560.46	-9576.54	16.0773	0.0228144	0.051692	0.00785507	0.790637	0.0468516	0.0658114	0.0101571	0.0386494	0.0105388	0.0181845	0.0331668	0.00911706	0.00975212	0.0357258	0.0272543	0.00785507	0.790637	0.0468516	0.0101571	0.0658114	0.0386494	0.0105388	0.0181845	0.0331668	0.00911706	0.00975212	0.0228144	0.051692	0.0357258	0.0272543	0.306756	0.177181	0.231715	0.284348	0.236718	0.224358	0.299583	0.23934	0.0767374	0.165875	0.0884671	0.0757278	0.436423	0.156769	0.0762142	0.323362	0.114738	0.19462	0.193942	0.0971238	0.310824	0.205669	0.209857	0.27365	0.274226	0.122646	0.125858	0.47727	0.0877387	0.37668	0.0268721	0.0366584	0.411113	0.0609373	0.0828359	0.389823	0.0185081	0.0435554	0.441583	0.0236952	0.733949	0.914692	1.05731	1.29405	20.3468	0.113707	2.79405e-06	0.00248015	0.132329	3.86519	0.548246	0.829542	1.0806	1.54162	6.29184	0.113707	6.29184	20.3468	36.293	36.293	0.797599	0.938528	1.04575	1.21812
1900	-9551.89	-9569.31	17.4209	0.017951	0.0292439	0.00890789	0.832445	0.0479293	0.0636528	0.00662376	0.0358468	0.0109382	0.02033	0.0296375	0.0115493	0.00549267	0.039811	0.0224121	0.00890789	0.832445	0.0479293	0.00662376	0.0636528	0.0358468	0.0109382	0.02033	0.0296375	0.0115493	0.00549267	0.017951	0.0292439	0.039811	0.0224121	0.308707	0.178308	0.226828	0.286157	0.243855	0.231123	0.300548	0.224475	0.118423	0.165805	0.0902338	0.0600151	0.465082	0.100441	0.0783051	0.275293	0.111688	0.133471	0.27475	0.126493	0.308739	0.221021	0.199597	0.270642	0.290028	0.113803	0.153311	0.442858	0.0927024	0.379887	0.0253452	0.0262369	0.387753	0.0880756	0.096457	0.371968	0.0176604	0.0415605	0.449744	0.0226099	0.478654	0.79016	1.08407	1.64711	4.47416	0.10286	7.7382e-07	0.00130662	0.101523	3.89717	0.487539	0.795463	1.08383	1.63317	4.66499	0.10286	4.66499	4.47416	26.018	26.018	0.762965	0.925856	1.05223	1.25895
1910	-9550.89	-9568.69	17.8054	0.0232205	0.0411899	0.00810477	0.762223	0.0434015	0.0670958	0.00852477	0.0356618	0.0134571	0.00929493	0.0443656	0.0105638	0.00588791	0.0379828	0.0171576	0.00810477	0.762223	0.0434015	0.00852477	0.0670958	0.0356618	0.0134571	0.00929493	0.0443656	0.0105638	0.00588791	0.0232205	0.0411899	0.0379828	0.0171576	0.308707	0.178308	0.226828	0.286157	0.272836	0.215855	0.30111	0.2102	0.127601	0.157022	0.107898	0.0812533	0.418001	0.108225	0.0974544	0.226842	0.0920313	0.18822	0.252252	0.1432	0.277629	0.212441	0.221046	0.288883	0.330757	0.110554	0.15233	0.406359	0.0881077	0.330133	0.0240889	0.0588397	0.41512	0.0837102	0.0912372	0.334414	0.0167047	0.0393114	0.496946	0.0213863	0.760613	0.92497	1.05266	1.26176	25.479	0.101459	6.42544e-07	0.0011908	0.0976949	3.90111	0.531187	0.820328	1.08177	1.56672	5.76896	0.101459	5.76896	25.479	7.14864	7.14864	0.572509	0.842194	1.07861	1.50669
1920	-9560.11	-9577.86	17.7524	0.0230242	0.0483978	0.0130948	0.796643	0.0463001	0.0696417	0.00720578	0.0278944	0.0102628	0.00607526	0.0321919	0.0175279	0.00626207	0.0417451	0.0149802	0.0130948	0.796643	0.0463001	0.00720578	0.0696417	0.0278944	0.0102628	0.00607526	0.0321919	0.0175279	0.00626207	0.0230242	0.0483978	0.0417451	0.0149802	0.313826	0.180395	0.230589	0.27519	0.270225	0.213789	0.269001	0.246985	0.10871	0.123661	0.0964071	0.0726001	0.501922	0.0966996	0.135139	0.208321	0.0608644	0.207567	0.293404	0.0947047	0.305413	0.199858	0.222407	0.272321	0.295241	0.121266	0.147239	0.436253	0.111529	0.345288	0.0258867	0.0561166	0.363895	0.0972845	0.0732346	0.368668	0.0168801	0.0397242	0.467103	0.0343903	0.628329	0.869428	1.07272	1.42953	9.81226	0.0934996	2.01044e-07	0.000666581	0.0768163	3.92252	0.666736	0.886777	1.06771	1.37878	12.4921	0.0934996	12.4921	9.81226	10.5366	10.5366	0.640027	0.874826	1.07127	1.41388
1930	-9560.09	-9575.01	14.9247	0.0241484	0.0376642	0.0138548	0.746901	0.0495301	0.0625367	0.0101133	0.0426156	0.013542	0.0177071	0.0376019	0.00814692	0.00639135	0.0436455	0.0194383	0.0138548	0.746901	0.0495301	0.0101133	0.0625367	0.0426156	0.013542	0.0177071	0.0376019	0.00814692	0.00639135	0.0241484	0.0376642	0.0436455	0.0194383	0.295383	0.196606	0.247006	0.261005	0.249979	0.197771	0.323771	0.22848	0.0854149	0.135638	0.138856	0.0796317	0.435613	0.124846	0.110327	0.178992	0.0522954	0.225233	0.252096	0.181056	0.277094	0.20638	0.214284	0.302242	0.281384	0.115575	0.140328	0.462714	0.0870183	0.366491	0.0330346	0.0667805	0.369294	0.0773824	0.0677284	0.370086	0.0200065	0.0297768	0.480608	0.0317939	0.828843	0.94938	1.03953	1.18224	51.4944	0.113084	2.61272e-06	0.00239847	0.130512	3.86709	0.494052	0.799298	1.08361	1.62304	4.81144	0.113084	4.81144	51.4944	38.5517	38.5517	0.80335	0.940566	1.04463	1.21145
1940	-9557.94	-9572.69	14.7551	0.0267515	0.0350088	0.0125989	0.808661	0.0495301	0.0669247	0.0119632	0.0392627	0.0100673	0.0154572	0.0320098	0.0135242	0.00478317	0.0352889	0.0212205	0.0125989	0.808661	0.0495301	0.0119632	0.0669247	0.0392627	0.0100673	0.0154572	0.0320098	0.0135242	0.00478317	0.0267515	0.0350088	0.0352889	0.0212205	0.295402	0.196618	0.228641	0.279338	0.262582	0.190957	0.321378	0.225083	0.0859662	0.136514	0.192676	0.0554905	0.403702	0.125652	0.110078	0.225987	0.195827	0.128567	0.170446	0.169094	0.294809	0.23076	0.196821	0.27761	0.29328	0.129296	0.157232	0.420193	0.122041	0.315922	0.026451	0.0290442	0.41684	0.0897011	0.0849455	0.433722	0.02315	0.0305874	0.392397	0.0351983	0.666087	0.886493	1.0678	1.37962	12.4388	0.102836	7.71324e-07	0.00130452	0.101455	3.89724	0.592646	0.852309	1.07668	1.47836	7.98173	0.102836	7.98173	12.4388	67.9955	67.9955	0.850336	0.956538	1.03506	1.15806
1950	-9557.61	-9576.34	18.729	0.0272567	0.044739	0.00897226	0.73865	0.0453731	0.0676806	0.0151298	0.0346534	0.00879155	0.0142001	0.0320098	0.00890595	0.00697031	0.0346207	0.0216819	0.00897226	0.73865	0.0453731	0.0151298	0.0676806	0.0346534	0.00879155	0.0142001	0.0320098	0.00890595	0.00697031	0.0272567	0.044739	0.0346207	0.0216819	0.297806	0.198219	0.222363	0.281612	0.255865	0.191873	0.308498	0.243764	0.0639742	0.165114	0.204778	0.0771039	0.429058	0.0599716	0.0803701	0.305776	0.0755747	0.135118	0.265151	0.13801	0.290521	0.227404	0.193958	0.288117	0.292252	0.120618	0.143354	0.443776	0.109225	0.342909	0.0236732	0.0389696	0.404942	0.0802809	0.0841725	0.41995	0.0231109	0.0305357	0.395338	0.046892	0.516797	0.812342	1.0826	1.58826	5.37112	0.10208	6.98167e-07	0.0012412	0.0993863	3.89937	0.624713	0.867738	1.07315	1.4344	9.60219	0.10208	9.60219	5.37112	8.65055	8.65055	0.606867	0.859252	1.07519	1.45869
1960	-9557.12	-9574.76	17.641	0.0253959	0.044739	0.0137973	0.741449	0.0433913	0.0731985	0.00867665	0.0418604	0.0142436	0.0285149	0.029147	0.010216	0.00373804	0.0403666	0.0254059	0.0137973	0.741449	0.0433913	0.00867665	0.0731985	0.0418604	0.0142436	0.0285149	0.029147	0.010216	0.00373804	0.0253959	0.044739	0.0403666	0.0254059	0.295792	0.189124	0.218566	0.296518	0.234667	0.200401	0.308583	0.256349	0.0643648	0.1794	0.192929	0.0578143	0.366511	0.13898	0.0921919	0.25752	0.096814	0.11768	0.343684	0.0921097	0.293052	0.229385	0.195648	0.281915	0.315701	0.112849	0.140043	0.431406	0.128186	0.330589	0.0202559	0.0128622	0.399136	0.10897	0.0746677	0.438274	0.0207544	0.0274222	0.396771	0.0421108	0.68721	0.895598	1.06475	1.35244	14.3496	0.11137	2.16407e-06	0.00218324	0.12554	3.87227	0.629438	0.869944	1.07258	1.42803	9.87796	0.11137	9.87796	14.3496	14.2448	14.2448	0.686155	0.895151	1.06491	1.35378
1970	-9562.92	-9579.37	16.441	0.0223973	0.0519463	0.010513	0.764791	0.0466814	0.0640142	0.00608245	0.0291419	0.0126641	0.0246748	0.0354099	0.00588096	0.0022763	0.0410931	0.0238412	0.010513	0.764791	0.0466814	0.00608245	0.0640142	0.0291419	0.0126641	0.0246748	0.0354099	0.00588096	0.0022763	0.0223973	0.0519463	0.0410931	0.0238412	0.311893	0.202343	0.218956	0.266807	0.242075	0.21172	0.280759	0.265445	0.0541265	0.163032	0.215271	0.0620845	0.370176	0.135311	0.0976882	0.213169	0.130764	0.226589	0.255543	0.076246	0.268252	0.225936	0.201406	0.304406	0.313656	0.121807	0.140551	0.423986	0.12175	0.316912	0.0211601	0.0125163	0.428734	0.0989271	0.0725498	0.425843	0.0201658	0.0266444	0.415754	0.0390428	0.712368	0.906051	1.06086	1.32072	17.2084	0.113003	2.58991e-06	0.002388	0.130276	3.86733	0.805841	0.941443	1.04414	1.20857	39.5936	0.113003	39.5936	17.2084	6.2164	6.2164	0.545901	0.828292	1.08077	1.54504
1980	-9554.46	-9571.14	16.6884	0.0237411	0.0498809	0.00990871	0.806487	0.0363659	0.0615483	0.0113826	0.0474268	0.00920885	0.014365	0.0412132	0.0094209	0.00839444	0.0427139	0.0180765	0.00990871	0.806487	0.0363659	0.0113826	0.0615483	0.0474268	0.00920885	0.014365	0.0412132	0.0094209	0.00839444	0.0237411	0.0498809	0.0427139	0.0180765	0.305531	0.19235	0.220318	0.281801	0.250289	0.213491	0.297695	0.238525	0.0674207	0.136134	0.131514	0.0773332	0.461095	0.126502	0.0670836	0.197945	0.132505	0.239222	0.282748	0.0804967	0.278565	0.208862	0.221588	0.290985	0.317486	0.119179	0.15689	0.406445	0.123127	0.254423	0.0170972	0.0687585	0.456663	0.0799321	0.0747638	0.37135	0.0175853	0.0407613	0.461493	0.0340467	0.795057	0.937622	1.04624	1.22108	35.3556	0.110089	1.87268e-06	0.0020312	0.12185	3.87612	0.551248	0.831136	1.08037	1.53725	6.39023	0.110089	6.39023	35.3556	6.58207	6.58207	0.556931	0.834131	1.07993	1.52901
1990	-9554.19	-9572.46	18.2663	0.0253845	0.0382533	0.0130189	0.77573	0.0388939	0.0665402	0.00813871	0.0369344	0.00891185	0.0248787	0.0270363	0.0120475	0.00534614	0.0361116	0.0266012	0.0130189	0.77573	0.0388939	0.00813871	0.0665402	0.0369344	0.00891185	0.0248787	0.0270363	0.0120475	0.00534614	0.0253845	0.0382533	0.0361116	0.0266012	0.307139	0.189451	0.221158	0.282253	0.226953	0.199973	0.337906	0.235168	0.0553068	0.1296	0.125202	0.0601785	0.509282	0.120431	0.0781985	0.215752	0.10922	0.202981	0.233062	0.160786	0.321555	0.190012	0.202187	0.286247	0.303865	0.112758	0.149406	0.433972	0.126821	0.31088	0.0176102	0.0996674	0.362691	0.0823304	0.0654092	0.361033	0.0153248	0.0389745	0.481992	0.0372666	0.679391	0.892264	1.06591	1.36244	13.5974	0.106285	1.194e-06	0.00162251	0.11104	3.88734	0.479864	0.790887	1.08405	1.6452	4.49957	0.106285	4.49957	13.5974	7.93685	7.93685	0.591634	0.851809	1.07679	1.47977
2000	-9564.79	-9582.19	17.4004	0.025259	0.0360641	0.00902622	0.701817	0.044455	0.0676385	0.00707907	0.033488	0.0114186	0.0153624	0.0366573	0.0091507	0.00853881	0.0418301	0.0181159	0.00902622	0.701817	0.044455	0.00707907	0.0676385	0.033488	0.0114186	0.0153624	0.0366573	0.0091507	0.00853881	0.025259	0.0360641	0.0418301	0.0181159	0.280916	0.198681	0.217079	0.303324	0.249937	0.18809	0.332025	0.229948	0.0879828	0.149414	0.113648	0.0715558	0.468083	0.109317	0.11953	0.239141	0.122185	0.10152	0.239408	0.178216	0.339788	0.20569	0.197866	0.256657	0.316303	0.117985	0.103038	0.462674	0.119386	0.38941	0.01037	0.0580998	0.34523	0.0775039	0.0890177	0.397507	0.0170418	0.0267155	0.428276	0.0414421	0.793679	0.937129	1.04651	1.22269	34.8619	0.14057	2.85939e-05	0.00790945	0.213231	3.77883	0.664946	0.885992	1.06796	1.3811	12.3459	0.14057	12.3459	34.8619	11.6959	11.6959	0.656611	0.882307	1.0691	1.39198
2010	-9559.25	-9576.63	17.3861	0.0204054	0.0384028	0.0109693	0.831794	0.0457544	0.0534338	0.00900153	0.0365622	0.0111852	0.00953689	0.0353474	0.0091507	0.0138463	0.0397885	0.0123548	0.0109693	0.831794	0.0457544	0.00900153	0.0534338	0.0365622	0.0111852	0.00953689	0.0353474	0.0091507	0.0138463	0.0204054	0.0384028	0.0397885	0.0123548	0.27453	0.194426	0.234614	0.296429	0.280845	0.204761	0.289835	0.22456	0.117593	0.130852	0.0585512	0.0793435	0.46048	0.15318	0.0706391	0.160846	0.162123	0.158524	0.332701	0.115168	0.30326	0.21707	0.208813	0.270857	0.269308	0.125271	0.136912	0.468509	0.130521	0.436531	0.0200347	0.0176225	0.322818	0.0724726	0.0887742	0.389732	0.0169952	0.0360654	0.427104	0.0413287	0.391407	0.73306	1.08265	1.79288	3.02787	0.0952212	2.6278e-07	0.000761966	0.0811957	3.91804	0.376117	0.72199	1.08157	1.82032	2.83545	0.0952212	2.83545	3.02787	31.0443	31.0443	0.781978	0.932898	1.04873	1.2364
