Iteration	Posterior	Likelihood	Prior	dp	r	csf[1]	csf[2]	csf[3]
18860	-63.257	-66.5779	3.32088	0.0036218	0.194122	0.241384	0.54623	0.212385
18870	-81.579	-84.9811	3.40217	0.00357151	0.186043	0.727662	0.130929	0.141409
18880	-55.3336	-59.1582	3.82467	0.0153308	0.132034	0.409502	0.181553	0.408945
18890	-42.4083	-46.568	4.1597	0.0301717	0.0836904	0.433461	0.415587	0.150952
18900	-57.4721	-61.5459	4.07388	0.00594671	0.116497	0.354211	0.278326	0.367464
18910	-65.7018	-69.7318	4.02999	0.011862	0.11497	0.202959	0.45083	0.346211
18920	-47.2992	-51.4702	4.17107	0.00791185	0.104813	0.0720948	0.572084	0.355821
18930	-67.3998	-70.8613	3.46153	0.0108296	0.172849	0.440277	0.393994	0.165729
18940	-54.9724	-58.3898	3.41736	0.0101704	0.177925	0.650908	0.235894	0.113198
18950	-47.223	-50.8553	3.63229	0.0523696	0.114233	0.584452	0.242831	0.172717
18960	-42.3278	-46.6329	4.30516	0.0175678	0.0817481	0.291625	0.0593988	0.648976
18970	-45.359	-49.6927	4.33377	0.011485	0.08497	0.2094	0.294863	0.495737
18980	-46.1952	-50.6797	4.48449	0.00583753	0.0755456	0.286276	0.446399	0.267325
18990	-47.6039	-51.3755	3.77166	0.00882773	0.143838	0.272865	0.34737	0.379765
19000	-46.8613	-50.9946	4.13334	0.0172227	0.0992752	0.332559	0.504857	0.162584
19010	-44.3917	-48.1228	3.73109	0.020324	0.136399	0.0141002	0.731295	0.254605
19020	-56.0743	-59.8855	3.81121	0.0211058	0.127605	0.0258829	0.516861	0.457256
19030	-47.2405	-51.376	4.13553	0.029211	0.0870677	0.286352	0.168829	0.544819
19040	-59.4367	-63.1735	3.73682	0.021918	0.134232	0.473031	0.289721	0.237248
19050	-46.1889	-49.8431	3.65421	0.0262116	0.138199	0.548209	0.0940573	0.357733
19060	-47.2073	-50.9601	3.75277	0.0300198	0.124535	0.235073	0.19622	0.568707
19070	-71.2969	-71.7053	0.408404	0.305695	0.183296	0.038809	0.678088	0.283103
19080	-54.1341	-56.425	2.29085	0.183535	0.117212	0.250189	0.249229	0.500582
19090	-56.9814	-60.9461	3.96472	0.0445249	0.0888352	0.0910349	0.466204	0.442761
19100	-52.0794	-55.7138	3.63438	0.0688536	0.0975397	0.514587	0.3094	0.176013
19110	-49.5739	-52.1369	2.56299	0.16149	0.112043	0.0952338	0.271274	0.633492
19120	-57.8775	-60.8399	2.96247	0.106479	0.127105	0.590618	0.196818	0.212565
19130	-50.1114	-50.4946	0.38321	0.358132	0.133379	0.270028	0.267224	0.462749
19140	-58.8192	-57.8962	-0.923049	0.479193	0.142944	0.289035	0.440748	0.270217
19150	-62.5349	-63.6671	1.13225	0.291025	0.125582	0.415193	0.204298	0.380509
19160	-53.2805	-55.7315	2.45095	0.120158	0.164579	0.304451	0.633367	0.0621814
19170	-47.4453	-50.8693	3.424	0.0779702	0.109462	0.266682	0.627976	0.105343
19180	-59.8118	-62.9386	3.12678	0.0706603	0.146493	0.173471	0.451951	0.374577
19190	-55.2547	-59.3995	4.1448	0.0572091	0.0581431	0.308616	0.408021	0.283363
19200	-53.1188	-56.6665	3.54768	0.0674329	0.107631	0.253996	0.269982	0.476022
19210	-53.0078	-55.5369	2.52907	0.164826	0.112099	0.17406	0.754056	0.0718843
19220	-47.2602	-49.3722	2.11207	0.219165	0.0994597	0.57209	0.142999	0.28491
19230	-49.8863	-52.8576	2.97135	0.167272	0.0654246	0.641492	0.0340064	0.324501
19240	-54.9231	-55.8096	0.886476	0.352493	0.0886915	0.38056	0.0518614	0.567578
19250	-46.2972	-49.61	3.31281	0.116587	0.0819643	0.24396	0.156922	0.599119
19260	-54.6773	-58.2302	3.55292	0.0627339	0.111806	0.449017	0.131704	0.419279
19270	-43.2355	-46.7892	3.55372	0.0962528	0.0782068	0.19515	0.103896	0.700954
19280	-43.4289	-47.1593	3.73044	0.0211675	0.135621	0.176177	0.406863	0.416959
19290	-51.4306	-55.4838	4.05323	0.0210999	0.103408	0.409353	0.432186	0.158461
19300	-47.8085	-51.5628	3.75437	0.0482724	0.106122	0.235817	0.513196	0.250987
19310	-52.7334	-56.8895	4.15608	0.0281334	0.08609	0.324207	0.560783	0.11501
19320	-70.0136	-73.2701	3.25646	0.00679978	0.197386	0.28036	0.536174	0.183466
19330	-55.2513	-59.2022	3.95092	0.00597115	0.128769	0.14656	0.615995	0.237445
19340	-43.4959	-48.1011	4.60522	0.0116605	0.0576491	0.252171	0.398082	0.349748
19350	-50.9065	-54.596	3.68948	0.0142057	0.146678	0.29559	0.505062	0.199348
19360	-48.0318	-51.3722	3.34036	0.0513821	0.144414	0.283419	0.223444	0.493137
19370	-43.5157	-46.4627	2.947	0.139461	0.0956705	0.258947	0.2093	0.531754
19380	-59.6602	-62.135	2.47477	0.138759	0.143595	0.411362	0.311847	0.276792
19390	-49.8152	-52.0386	2.22342	0.185771	0.121719	0.0850199	0.280321	0.63466
19400	-59.666	-61.7838	2.11783	0.23562	0.0824282	0.133972	0.487829	0.378198
19410	-46.2012	-49.4277	3.22652	0.117115	0.0900641	0.0536106	0.411284	0.535105
19420	-53.4542	-55.8787	2.42458	0.120221	0.167153	0.357686	0.467849	0.174465
19430	-53.5655	-57.9252	4.35969	0.0251826	0.0686801	0.271119	0.311981	0.4169
19440	-51.5305	-55.2204	3.68989	0.0188375	0.142005	0.58263	0.0959441	0.321426
19450	-60.2347	-64.0738	3.83919	0.00873613	0.137177	0.615069	0.312144	0.072787
19460	-51.5961	-55.9918	4.39574	0.0111574	0.0791001	0.485819	0.326809	0.187372
19470	-46.1851	-50.0499	3.86475	0.00598319	0.137373	0.428443	0.184387	0.38717
19480	-55.9205	-59.3205	3.39996	0.0016991	0.188137	0.376635	0.481561	0.141804
19490	-53.6619	-57.4428	3.78089	0.00171154	0.150031	0.315356	0.289008	0.395636
19500	-42.2323	-46.4167	4.18434	0.00474749	0.106651	0.273033	0.423447	0.303521
19510	-42.3632	-46.3966	4.03344	0.0241324	0.102356	0.264513	0.179284	0.556204
19520	-54.0415	-57.6604	3.61885	0.0865748	0.0813714	0.285978	0.364639	0.349383
19530	-59.85	-62.3677	2.51774	0.111385	0.166673	0.301736	0.537104	0.16116
19540	-44.0738	-46.5155	2.44173	0.192711	0.0929478	0.0921574	0.419844	0.487999
19550	-48.6706	-51.0781	2.40751	0.165582	0.123499	0.171989	0.392975	0.435036
19560	-56.3909	-59.774	3.38304	0.0422288	0.149299	0.727608	0.158165	0.114227
19570	-45.7614	-49.1851	3.42377	0.0787921	0.108663	0.213236	0.219401	0.567363
19580	-54.3141	-56.1597	1.8456	0.18503	0.160242	0.247164	0.3933	0.359536
19590	-57.607	-56.1946	-1.41239	0.533985	0.137086	0.244116	0.373886	0.381998
19600	-52.8715	-55.2087	2.33721	0.172944	0.123166	0.104743	0.567593	0.327664
19610	-65.3821	-67.9267	2.54463	0.0856651	0.189703	0.425137	0.531986	0.0428767
19620	-58.2211	-59.421	1.1999	0.322245	0.0875958	0.188788	0.387097	0.424115
19630	-49.9927	-53.272	3.27923	0.0842828	0.117626	0.305938	0.435078	0.258984
19640	-43.6625	-48.0264	4.36387	0.0348781	0.0585662	0.371424	0.131741	0.496835
19650	-52.0388	-55.4885	3.44969	0.0322228	0.15264	0.523002	0.229104	0.247894
19660	-51.8811	-54.4736	2.59253	0.124862	0.145717	0.367166	0.29996	0.332874
19670	-59.9937	-62.0217	2.02805	0.189252	0.137775	0.460208	0.0496182	0.490174
19680	-46.5323	-49.8587	3.32642	0.0595388	0.137651	0.539782	0.0818715	0.378346
19690	-61.0189	-64.2528	3.23392	0.0931702	0.11327	0.486125	0.167199	0.346676
19700	-48.3843	-51.0123	2.62798	0.150103	0.116931	0.321279	0.148846	0.529875
19710	-59.8692	-60.8889	1.01964	0.272373	0.155495	0.466928	0.239482	0.29359
19720	-50.2507	-53.22	2.96925	0.0464341	0.186472	0.760127	0.102565	0.137308
19730	-48.5765	-50.167	1.59052	0.182576	0.188205	0.304282	0.510954	0.184764
19740	-44.8423	-47.1091	2.26676	0.231827	0.0713291	0.169273	0.375434	0.455293
19750	-61.9111	-63.6052	1.69405	0.20927	0.151156	0.0830511	0.17501	0.741939
19760	-52.0861	-55.5707	3.48457	0.0798374	0.101538	0.224444	0.516179	0.259377
19770	-43.4836	-46.5095	3.02595	0.122717	0.10452	0.548513	0.0146747	0.436812
19780	-65.4389	-66.5473	1.1084	0.259823	0.159169	0.473529	0.408611	0.11786
19790	-49.5809	-50.9362	1.35527	0.296455	0.0978497	0.00361647	0.579547	0.416837
19800	-54.5295	-56.0645	1.53504	0.201139	0.175189	0.028166	0.50181	0.470024
19810	-55.928	-59.4482	3.52015	0.119698	0.0581187	0.421509	0.280547	0.297944
19820	-53.9917	-56.5415	2.54979	0.17073	0.104122	0.359128	0.46327	0.177603
19830	-65.1909	-67.4973	2.30647	0.183743	0.115442	0.128311	0.368969	0.50272
19840	-51.4378	-52.3375	0.899733	0.367594	0.0722642	0.164901	0.397783	0.437316
19850	-56.6874	-59.7285	3.04107	0.117422	0.108303	0.363715	0.151802	0.484483
19860	-45.8077	-47.3041	1.49645	0.242111	0.138075	0.200161	0.685828	0.114012
19870	-52.8402	-56.7597	3.91953	0.0722222	0.0656567	0.311709	0.481287	0.207004
19880	-46.8053	-50.8626	4.05727	0.0107312	0.113373	0.239581	0.527141	0.233278
19890	-52.0164	-56.0827	4.06627	0.00752872	0.115676	0.637554	0.188086	0.174359
19900	-42.4463	-46.8767	4.43039	0.012013	0.0747795	0.463156	0.361899	0.174945
19910	-42.6988	-46.4295	3.73075	0.0586931	0.0980634	0.117581	0.308714	0.573705
19920	-47.7928	-51.4207	3.62798	0.0218413	0.145193	0.162273	0.27333	0.564397
19930	-59.2118	-62.0613	2.84949	0.142067	0.102816	0.467952	0.262383	0.269665
19940	-63.3966	-65.9108	2.5142	0.134328	0.144084	0.587851	0.131979	0.28017
19950	-64.2277	-67.0444	2.81669	0.0793812	0.168782	0.267452	0.365251	0.367297
19960	-48.3126	-52.484	4.17137	0.0222484	0.0904466	0.419426	0.287481	0.293093
19970	-47.9556	-51.6781	3.72251	0.0588902	0.0986905	0.726557	0.127	0.146442
19980	-90.1598	-91.3038	1.14406	0.135876	0.27955	0.292635	0.249467	0.457898
19990	-56.5249	-57.2345	0.709676	0.348317	0.110547	0.44835	0.245128	0.306521
20000	-59.3297	-61.0495	1.7198	0.245381	0.112471	0.305761	0.422438	0.271801
20010	-59.2321	-61.6392	2.40715	0.107169	0.181948	0.655602	0.0607528	0.283646
20020	-68.6287	-70.6349	2.00615	0.15061	0.178607	0.947299	0.0207962	0.0319043
20030	-62.2368	-65.3774	3.14061	0.122549	0.0932223	0.43339	0.262322	0.304288
20040	-82.7523	-83.915	1.16266	0.150329	0.263236	0.647831	0.295044	0.0571245
20050	-44.449	-46.754	2.30509	0.18014	0.119183	0.0448401	0.946335	0.00882473
20060	-64.7755	-66.5093	1.73381	0.172467	0.183984	0.194512	0.795145	0.0103435
20070	-61.7782	-64.1583	2.38008	0.167379	0.124445	0.47806	0.259471	0.262469
20080	-69.5447	-70.7753	1.23064	0.249846	0.156922	0.181912	0.538853	0.279234
20090	-59.7481	-62.2571	2.50898	0.116615	0.162319	0.361481	0.146473	0.492045
20100	-71.6072	-74.4039	2.79674	0.0677194	0.182439	0.627067	0.161387	0.211546
20110	-55.0817	-58.2311	3.14941	0.0978237	0.117068	0.393294	0.482416	0.124291
20120	-57.17	-59.28	2.10999	0.200556	0.118277	0.154849	0.308933	0.536218
20130	-49.9412	-54.1443	4.20315	0.0315148	0.0780023	0.321624	0.166288	0.512088
20140	-60.6694	-64.0692	3.39977	0.0296253	0.16023	0.553498	0.279799	0.166703
20150	-48.7225	-52.722	3.99945	0.0441055	0.0857811	0.502446	0.186232	0.311322
20160	-53.0745	-57.247	4.17245	0.0268647	0.0857221	0.643826	0.318336	0.0378383
20170	-57.4008	-60.0006	2.5998	0.126144	0.143707	0.542894	0.429024	0.0280823
20180	-67.1779	-70.4131	3.2352	0.0631772	0.143134	0.424736	0.177144	0.398119
20190	-53.7607	-56.2492	2.48843	0.103379	0.17761	0.32122	0.0869533	0.591827
20200	-62.5399	-65.643	3.10306	0.047485	0.172041	0.773411	0.0222141	0.204374
20210	-47.1696	-50.9737	3.80406	0.0229214	0.126504	0.341246	0.231721	0.427033
20220	-64.5203	-67.9652	3.44492	0.014622	0.170718	0.498349	0.114612	0.387039
20230	-60.4492	-63.9828	3.53356	0.00624507	0.170231	0.377798	0.16452	0.457682
20240	-61.0432	-64.5575	3.51426	0.00308849	0.175318	0.498941	0.176841	0.324218
20250	-44.7041	-48.5321	3.82802	0.00949904	0.137531	0.26033	0.61493	0.12474
20260	-42.1938	-46.1888	3.99496	0.0127887	0.117547	0.12675	0.552734	0.320516
20270	-66.0143	-68.8201	2.80578	0.0237832	0.22547	0.307164	0.226924	0.465912
20280	-57.5788	-60.0028	2.42406	0.143866	0.143559	0.192376	0.503633	0.303992
20290	-56.2908	-58.3888	2.09803	0.235091	0.0849381	0.398568	0.271039	0.330392
20300	-53.0171	-54.4807	1.46356	0.29351	0.0899651	0.53691	0.0833168	0.379773
20310	-60.9375	-63.5819	2.64437	0.160198	0.105196	0.645991	0.000293512	0.353715
20320	-51.5741	-55.2404	3.66628	0.0538856	0.109318	0.299726	0.294603	0.405671
20330	-64.2527	-66.6547	2.40202	0.117592	0.172037	0.446314	0.38109	0.172596
20340	-57.2596	-60.7656	3.50599	0.0449436	0.134289	0.447064	0.156021	0.396914
20350	-56.9981	-60.4472	3.44909	0.0411841	0.143739	0.279296	0.645977	0.0747274
20360	-46.9772	-49.6423	2.66506	0.136057	0.127268	0.48585	0.0111268	0.503023
20370	-68.2676	-71.1842	2.91661	0.0528399	0.185331	0.117427	0.119912	0.762661
20380	-55.0824	-57.7759	2.69343	0.141815	0.118673	0.114375	0.22325	0.662375
20390	-59.102	-62.873	3.77091	0.0608073	0.0919335	0.627137	0.189119	0.183744
20400	-59.7154	-62.1443	2.42888	0.116769	0.170174	0.376162	0.414223	0.209615
20410	-58.1864	-61.5168	3.33043	0.0964923	0.100296	0.712534	0.167261	0.120206
20420	-55.881	-58.233	2.35205	0.177122	0.117505	0.598419	0.37343	0.0281511
20430	-70.6803	-72.8061	2.12574	0.0943641	0.222894	0.537831	0.3865	0.0756682
20440	-47.4982	-50.9937	3.49552	0.0549427	0.125337	0.51586	0.0595759	0.424564
20450	-54.5116	-57.7033	3.19165	0.032457	0.178209	0.485796	0.122499	0.391705
20460	-68.9993	-71.931	2.93166	0.081681	0.154985	0.448276	0.106998	0.444726
20470	-59.1676	-58.5014	-0.666136	0.456331	0.140114	0.53663	0.210124	0.253246
20480	-46.4468	-49.2744	2.82753	0.107335	0.139743	0.173778	0.373497	0.452725
20490	-52.7548	-55.6673	2.9125	0.101153	0.137429	0.188556	0.44922	0.362223
20500	-73.1445	-73.4683	0.323768	0.325223	0.172232	0.22236	0.147957	0.629683
20510	-49.5293	-51.8	2.27071	0.169354	0.133407	0.300951	0.531474	0.167575
20520	-56.4348	-60.328	3.89328	0.0420787	0.0984254	0.186113	0.161708	0.652179
20530	-53.1166	-57.5001	4.38352	0.0071281	0.0843521	0.767485	0.12106	0.111454
20540	-61.6025	-65.7754	4.17295	0.00314815	0.109388	0.440976	0.501749	0.0572755
20550	-67.8219	-71.1471	3.32524	0.00412424	0.193183	0.267517	0.70944	0.0230431
20560	-55.7459	-60.3808	4.63492	0.0103853	0.0559541	0.529501	0.461929	0.00857077
20570	-76.2263	-79.546	3.31965	0.0207427	0.177124	0.490099	0.479935	0.0299662
20580	-50.92	-55.3065	4.3865	0.0106914	0.0804907	0.465853	0.193634	0.340513
20590	-58.862	-62.5158	3.65373	0.0454974	0.118962	0.390791	0.16558	0.443629
20600	-58.6784	-62.2706	3.59227	0.0552016	0.115403	0.54544	0.0489774	0.405583
20610	-62.5283	-65.4282	2.8999	0.0894719	0.15037	0.265866	0.149046	0.585087
20620	-44.7736	-48.2475	3.47393	0.0822207	0.100218	0.199791	0.4019	0.398309
20630	-72.1005	-74.2152	2.11468	0.0557463	0.262618	0.450379	0.492168	0.0574528
20640	-55.3844	-58.8498	3.46542	0.0265928	0.156697	0.302515	0.385726	0.311759
20650	-63.5023	-67.4379	3.93558	0.0107877	0.125486	0.409188	0.347774	0.243039
20660	-84.9703	-86.0948	1.12444	0.141695	0.275692	0.383786	0.553367	0.0628464
20670	-60.9214	-62.3006	1.37925	0.252665	0.139242	0.395423	0.414068	0.190509
20680	-53.5428	-56.9699	3.42712	0.0945046	0.0926154	0.610308	0.360506	0.0291858
20690	-66.454	-70.2125	3.75852	0.0460736	0.107907	0.662604	0.0442242	0.293172
20700	-68.8005	-70.6615	1.86104	0.11304	0.230687	0.829397	0.0268612	0.143742
20710	-65.4832	-67.8158	2.33267	0.124736	0.17183	0.545486	0.206065	0.24845
20720	-55.8385	-59.1918	3.3533	0.0427041	0.151798	0.49874	0.141039	0.360221
20730	-54.0883	-56.7825	2.69417	0.115985	0.144429	0.271271	0.215159	0.51357
20740	-59.9882	-63.1498	3.1616	0.07517	0.138501	0.113876	0.42907	0.457054
20750	-53.2965	-56.3895	3.09299	0.0886064	0.131927	0.0919902	0.29406	0.61395
20760	-49.8074	-53.5455	3.73807	0.0242175	0.131807	0.088466	0.263918	0.647616
20770	-51.5318	-55.6162	4.08437	0.0395855	0.0818093	0.30295	0.20531	0.491741
20780	-51.1797	-54.6915	3.51177	0.0258517	0.152803	0.458454	0.23409	0.307456
20790	-56.1685	-59.7272	3.55869	0.064656	0.109307	0.35919	0.313874	0.326936
20800	-46.5373	-49.4717	2.93436	0.160245	0.0761506	0.171446	0.426282	0.402271
20810	-66.823	-69.1481	2.32518	0.183423	0.113891	0.55944	0.391872	0.0486873
20820	-61.6486	-64.9793	3.33073	0.0490459	0.147713	0.384441	0.274298	0.341261
20830	-53.7864	-56.3179	2.5315	0.117906	0.158776	0.046683	0.515351	0.437966
20840	-60.971	-64.1318	3.1608	0.0957158	0.118036	0.180782	0.522125	0.297093
20850	-47.1902	-51.1376	3.94739	0.0329196	0.102173	0.321574	0.510001	0.168425
20860	-51.4973	-55.127	3.62969	0.0398118	0.127051	0.423349	0.151213	0.425438
20870	-60.7945	-64.0156	3.22111	0.105148	0.102572	0.630126	0.133331	0.236542
20880	-45.8293	-49.5346	3.7053	0.0857354	0.0735663	0.440121	0.275301	0.284578
20890	-62.6862	-64.3298	1.64352	0.235741	0.129739	0.0167696	0.584737	0.398494
20900	-62.0802	-63.493	1.41276	0.232182	0.156374	0.296947	0.122352	0.580701
20910	-68.3188	-70.9878	2.66902	0.110776	0.152154	0.333795	0.521758	0.144447
20920	-51.6556	-55.3971	3.74152	0.0312731	0.124407	0.454998	0.205718	0.339285
20930	-44.0188	-47.3914	3.37252	0.0515892	0.140991	0.449443	0.167424	0.383133
20940	-56.7031	-60.5242	3.82111	0.0529849	0.0947357	0.268598	0.134899	0.596502
20950	-57.9446	-59.9782	2.03367	0.156377	0.170088	0.10132	0.530437	0.368243
20960	-52.3209	-55.291	2.97013	0.143534	0.0892848	0.380425	0.387275	0.2323
20970	-66.7574	-68.9251	2.16774	0.139355	0.173702	0.718744	0.0239318	0.257324
20980	-81.9469	-81.8125	-0.134391	0.384359	0.158912	0.526057	0.30244	0.171502
20990	-75.9295	-76.2593	0.329869	0.305719	0.191125	0.555688	0.100511	0.343801
21000	-60.809	-60.4551	-0.353889	0.420123	0.145098	0.79841	0.0714478	0.130142
21010	-59.0386	-59.7724	0.733868	0.337752	0.118693	0.161218	0.22948	0.609302
21020	-72.7408	-72.4101	-0.330656	0.384413	0.178485	0.401357	0.399459	0.199184
21030	-66.393	-68.3073	1.91429	0.233315	0.105088	0.63274	0.228081	0.139179
21040	-58.9925	-62.04	3.04755	0.0805941	0.144482	0.729305	0.199703	0.0709916
21050	-48.3754	-51.8757	3.5003	0.0755893	0.104213	0.356389	0.336653	0.306958
21060	-60.1724	-63.6971	3.52468	0.0239507	0.153413	0.881186	0.022396	0.0964176
21070	-55.2679	-59.2268	3.95886	0.0246569	0.109289	0.54649	0.268809	0.184701
21080	-64.9811	-68.1774	3.1963	0.073018	0.137183	0.641937	0.328992	0.0290707
21090	-61.2389	-63.1527	1.91374	0.150393	0.188064	0.28997	0.356328	0.353702
21100	-64.4452	-66.3736	1.92842	0.22986	0.10713	0.365224	0.528446	0.10633
21110	-75.8474	-76.7263	0.878926	0.247878	0.194061	0.320138	0.481949	0.197913
21120	-64.5885	-67.9952	3.40673	0.108809	0.0803494	0.831866	0.128962	0.039172
21130	-51.9014	-55.4351	3.53375	0.0816236	0.094833	0.30009	0.277531	0.42238
21140	-48.1575	-49.4133	1.25577	0.314762	0.0894921	0.510701	0.0730145	0.416285
21150	-45.3295	-47.6623	2.33272	0.206352	0.0902076	0.373886	0.265348	0.360766
21160	-69.7532	-71.5744	1.82119	0.171909	0.175804	0.429907	0.132364	0.43773
21170	-59.5475	-61.0466	1.49905	0.311831	0.0680951	0.643142	0.335324	0.0215339
21180	-66.847	-68.7926	1.94557	0.218368	0.116906	0.581342	0.372352	0.0463063
21190	-55.3083	-57.8255	2.51723	0.138389	0.139719	0.526092	0.212004	0.261904
21200	-60.6726	-63.3355	2.6629	0.0853641	0.178178	0.155156	0.273885	0.57096
21210	-61.0635	-63.5896	2.52615	0.106116	0.1711	0.336367	0.545841	0.117792
21220	-59.6451	-63.0645	3.41944	0.0481422	0.139745	0.222085	0.484961	0.292953
21230	-60.3982	-64.448	4.04974	0.0457174	0.0791403	0.533972	0.217115	0.248912
21240	-55.8752	-59.2599	3.38474	0.0632164	0.128142	0.436894	0.022397	0.540709
21250	-75.4302	-79.5661	4.13592	0.0250408	0.091199	0.509124	0.000324117	0.490552
21260	-65.4671	-69.2363	3.76926	0.012878	0.140028	0.568167	0.298585	0.133248
21270	-55.7123	-59.3494	3.63706	0.0434097	0.122716	0.669626	0.251784	0.0785906
21280	-55.2182	-58.0243	2.8061	0.101799	0.147422	0.495678	0.302993	0.201329
21290	-53.1548	-55.9898	2.83493	0.130728	0.115611	0.696227	0.125446	0.178326
21300	-60.6745	-63.8032	3.12875	0.0570679	0.159889	0.253956	0.4196	0.326444
21310	-64.1451	-66.6702	2.52513	0.117573	0.159746	0.221291	0.696776	0.0819326
21320	-74.2279	-76.1734	1.9455	0.13105	0.204232	0.481692	0.332292	0.186015
21330	-66.4182	-68.7949	2.3767	0.183215	0.108947	0.216123	0.470803	0.313074
21340	-55.0987	-57.6183	2.51963	0.172539	0.10533	0.318631	0.462282	0.219088
21350	-52.2555	-55.5192	3.26368	0.0997912	0.103672	0.223832	0.263826	0.512343
21360	-78.569	-81.184	2.61497	0.0486447	0.21969	0.0697543	0.669748	0.260498
21370	-62.6965	-65.2045	2.50801	0.0759981	0.203032	0.548672	0.339805	0.111523
21380	-61.3525	-64.6819	3.3294	0.103556	0.0933357	0.184254	0.509221	0.306524
21390	-71.1071	-73.8478	2.74072	0.052821	0.202938	0.412474	0.530366	0.0571608
21400	-63.8872	-66.8054	2.91819	0.0934258	0.144587	0.539689	0.377771	0.0825402
21410	-72.9385	-73.9159	0.977405	0.203378	0.228713	0.252168	0.54505	0.202782
21420	-76.7148	-77.4185	0.703723	0.263671	0.195788	0.814657	0.0723081	0.113035
21430	-70.9226	-72.2884	1.36582	0.231227	0.162023	0.744419	0.0174068	0.238175
21440	-49.8747	-52.6295	2.75474	0.146487	0.107871	0.446177	0.229885	0.323939
21450	-50.1285	-52.2873	2.15876	0.189393	0.124563	0.733343	0.176116	0.090541
21460	-74.7234	-76.912	2.18854	0.0986509	0.212327	0.544166	0.276647	0.179186
21470	-57.4638	-61.1916	3.72777	0.0232361	0.133818	0.602055	0.382508	0.0154369
21480	-50.5015	-53.838	3.33647	0.0887292	0.107455	0.520592	0.259428	0.21998
21490	-71.3688	-74.261	2.89217	0.0978267	0.142788	0.478853	0.077677	0.44347
21500	-52.7694	-56.2192	3.44983	0.0529681	0.131881	0.136211	0.56682	0.296969
21510	-63.6252	-65.7888	2.16365	0.121316	0.192151	0.324477	0.381434	0.294088
21520	-62.8114	-65.4932	2.68179	0.0824253	0.179228	0.124879	0.299885	0.575236
21530	-66.8917	-67.38	0.488369	0.269865	0.21113	0.548039	0.0912588	0.360702
21540	-62.7646	-65.5229	2.75837	0.124749	0.129246	0.207156	0.484194	0.30865
21550	-56.7632	-60.1349	3.37177	0.0664198	0.126235	0.648061	0.0523587	0.29958
21560	-54.6337	-57.6888	3.05509	0.0644489	0.159874	0.528508	0.458752	0.0127401
21570	-91.2881	-93.1616	1.87348	0.130602	0.211881	0.192217	0.485771	0.322012
21580	-55.3213	-58.1271	2.80577	0.0959025	0.153352	0.521302	0.375604	0.103094
21590	-58.7791	-61.0452	2.26607	0.194927	0.108297	0.0841516	0.34259	0.573258
21600	-55.6549	-59.1535	3.49855	0.0454851	0.134492	0.382499	0.163591	0.45391
21610	-51.7484	-55.1879	3.43944	0.0467064	0.139182	0.258906	0.512354	0.22874
21620	-47.6461	-50.9237	3.27763	0.0857933	0.116275	0.529812	0.15482	0.315368
21630	-70.9532	-72.6011	1.64798	0.216734	0.1483	0.394623	0.567733	0.0376443
21640	-55.3378	-57.9493	2.61145	0.124581	0.144106	0.336712	0.636098	0.02719
21650	-63.8915	-67.0548	3.16327	0.0955662	0.117939	0.320082	0.356094	0.323824
21660	-63.8021	-67.386	3.58391	0.0576849	0.113756	0.281565	0.239163	0.479272
21670	-64.2419	-68.4576	4.21571	0.0190983	0.0891625	0.263896	0.30949	0.426614
21680	-55.5427	-58.8082	3.26549	0.0414608	0.161822	0.608599	0.121804	0.269597
21690	-62.2955	-65.8995	3.60399	0.0343723	0.135061	0.480324	0.297439	0.222237
21700	-52.6465	-55.7337	3.08718	0.0568726	0.164241	0.0793414	0.563138	0.357521
21710	-58.4826	-62.1745	3.69184	0.0375556	0.123092	0.480607	0.187285	0.332107
21720	-60.6767	-64.4851	3.80835	0.00956689	0.139429	0.378713	0.478705	0.142582
21730	-54.9584	-59.1435	4.18512	0.00329885	0.108021	0.444719	0.482173	0.0731082
21740	-61.8299	-65.8056	3.97574	0.008955	0.123303	0.410797	0.169346	0.419857
21750	-58.9524	-62.4976	3.54514	0.0158283	0.159489	0.648797	0.00758347	0.343619
21760	-73.7475	-76.308	2.56052	0.0443347	0.229445	0.644707	0.000448266	0.354845
21770	-51.5944	-55.5134	3.91907	0.0274332	0.110492	0.226885	0.391781	0.381334
21780	-48.9713	-53.2024	4.23102	0.0246804	0.0820489	0.449205	0.203454	0.347341
21790	-56.6552	-59.8493	3.19416	0.0603049	0.150111	0.309513	0.547983	0.142504
21800	-53.3573	-57.1841	3.82674	0.0266866	0.120472	0.600418	0.134915	0.264667
21810	-55.2036	-59.0067	3.80313	0.0363404	0.113178	0.22826	0.162737	0.609002
21820	-51.2827	-53.9665	2.68385	0.132417	0.12903	0.437526	0.0190742	0.543399
21830	-52.3599	-54.0901	1.73025	0.183698	0.173109	0.453841	0.236893	0.309266
21840	-65.868	-68.7041	2.83612	0.0575137	0.188706	0.336633	0.209575	0.453791
21850	-89.5348	-92.7325	3.1977	0.0299143	0.180147	0.276778	0.439031	0.28419
21860	-53.2333	-57.2849	4.05155	0.0065102	0.118167	0.34482	0.428971	0.226209
21870	-64.9467	-68.6689	3.72225	0.0190446	0.138563	0.440719	0.338813	0.220468
21880	-51.0104	-55.2331	4.22278	0.024143	0.0834107	0.302372	0.386641	0.310987
21890	-63.4631	-66.9081	3.44507	0.0120547	0.17327	0.656026	0.191221	0.152752
