Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL
810	-5192.65	-5210.01	17.3598	0.00537045	0.000898787	0.0026122	0.00224124	0.00292296	0.000162353	0.00304467	0.000259074	0.105821	0.00096959	0.0019375	0.000103621	0.000456019	0.00126336	0.00273108	0.00033059	0.00130934	0.00107085	0.000312369	0.000537125	0.000752411	0.00154246	0.00115294	0.137802
820	-5197.62	-5214.9	17.2825	0.00722416	0.00107558	0.00254245	0.000940256	0.00393177	0.000114469	0.00344276	0.00035665	0.105821	0.000720165	0.00297827	8.93833e-05	0.00114055	0.00215542	0.00357362	0.00012621	0.000982533	0.00111886	0.00201349	0.000552928	0.000190517	0.00185321	0.00259287	0.145538
830	-5198.13	-5215.36	17.2313	0.0069352	0.000703542	0.00138567	0.00209031	0.00411302	0.000306827	0.00470775	0.000120011	0.109107	0.000529912	0.00539396	8.43714e-05	0.00176937	0.00242261	0.00242855	0.000195837	0.000565785	0.000858323	0.00161437	0.000538058	0.000352404	0.00173173	0.00269936	0.150654
840	-5187.97	-5205.25	17.2815	0.00526012	0.000986214	0.00215143	0.00109173	0.00336328	0.000491903	0.00182315	0.000130644	0.115971	0.000287188	0.00267418	2.70914e-05	0.00074625	0.00199752	0.00159186	0.000242337	0.000664732	0.00133624	0.00137865	0.000314532	0.000649693	0.00101285	0.00143823	0.145631
850	-5193.67	-5210.87	17.199	0.00620538	0.00360603	0.00106615	0.00137985	0.00317208	0.000509719	0.00179166	0.000144405	0.115971	0.000413495	0.00313822	3.07124e-05	0.000605865	0.00121369	0.00249138	0.000364987	0.000962695	0.00250085	0.00278047	0.0012052	0.000737492	0.000962533	0.00262669	0.153881
860	-5191.28	-5208.5	17.2237	0.0060684	0.00191808	0.000954341	0.0017972	0.00329734	0.000698335	0.00292845	0.000291992	0.115971	0.000727063	0.0023125	7.08999e-05	0.000595855	0.00143229	0.00287757	0.000736199	0.000759975	0.00158406	0.000789699	0.000467448	0.00188816	0.000953352	0.0022912	0.151412
870	-5198.93	-5216.17	17.2364	0.00521644	0.00160351	0.000734755	0.00307519	0.00373841	0.00152992	0.0031569	0.000236153	0.113426	0.000513779	0.00169787	0.000235103	0.000136094	0.0012298	0.00221896	0.000806633	0.00275085	0.0013732	0.00153948	0.000206773	0.000651244	0.00246208	0.00160484	0.150144
880	-5209.36	-5226.29	16.9302	0.00711941	0.00189634	0.00182864	0.00309767	0.00222018	0.00301272	0.00256123	0.000332654	0.139174	0.00024786	0.00215914	0.000257293	0.000258997	0.00105571	0.00177245	0.0020615	0.0010166	0.00227355	0.00122148	0.000316771	0.000886596	0.0014084	0.00458583	0.180765
890	-5193.92	-5211.14	17.2227	0.00580642	0.00165875	0.00116013	0.00185057	0.00352686	0.00108298	0.00209599	0.000353041	0.115739	0.000266848	0.00275069	0.000364713	0.000209086	0.00158957	0.00178756	0.00109832	0.000363822	0.00162626	0.000947011	0.00108177	0.00122792	0.00173733	0.00318866	0.151514
900	-5197.82	-5215.1	17.2796	0.00490278	0.00109294	0.00170984	0.00129364	0.00416871	0.000245312	0.00136311	0.000417461	0.108721	0.000327958	0.00457868	0.000577584	0.000812439	0.00227152	0.00215253	0.00126608	0.000153061	0.000883438	0.000984243	0.000473771	0.00222317	0.000780756	0.00442282	0.145822
910	-5198.51	-5215.82	17.3107	0.00790834	0.00375516	0.00109076	0.000819299	0.00233357	9.99618e-05	0.00226279	0.000287399	0.104197	0.000740809	0.00329179	0.000425471	0.00123927	0.00333018	0.00190552	0.000232945	6.33678e-05	0.00110603	0.000987098	0.000267195	0.00235346	0.00176222	0.0022506	0.14271
920	-5193.87	-5211.22	17.3456	0.00380332	0.00209033	0.000853234	0.00167775	0.0040384	0.000167054	0.0014586	0.000313574	0.107235	0.000465865	0.00117382	0.000270703	0.00207126	0.00240051	0.00160717	9.30942e-05	9.45733e-05	0.00208745	0.00226224	0.000507641	0.0011731	0.00170771	0.00167382	0.139226
930	-5191.51	-5208.81	17.2961	0.00929653	0.00141609	0.00119221	0.00137613	0.00207773	0.000260662	0.00270094	0.000388999	0.107235	0.000138038	0.00284708	0.000405301	0.00167923	0.00138241	0.00238478	0.000258418	0.000135636	0.00190453	0.000977266	0.000534071	0.00132845	0.00162641	0.00262369	0.14417
940	-5191.83	-5209.18	17.3516	0.00400399	0.00119242	0.00221865	0.0033884	0.00187459	0.0001723	0.00296169	0.000310622	0.106921	8.56926e-05	0.00225943	0.000375926	0.000582531	0.00085755	0.00150066	0.000287396	0.000140854	0.000912519	0.00199895	0.000294233	0.00277634	0.00136907	0.00214095	0.138626
950	-5198.1	-5215.39	17.2843	0.00556077	0.00145597	0.00189503	0.00314264	0.00153024	0.000315782	0.00272397	0.000338412	0.107133	0.000224436	0.0019633	0.000750489	0.00176095	0.00243952	0.00155215	0.000419162	0.00113395	0.000624848	0.00222468	0.000337184	0.0038368	0.00213752	0.00185821	0.145359
960	-5191.24	-5208.61	17.3712	0.00318861	0.00138497	0.000767986	0.000939213	0.00168355	0.000576464	0.00160914	0.000441321	0.107133	0.000180359	0.00290727	0.000633053	0.00152777	0.00100329	0.00310986	0.000211234	0.00117765	0.00137499	0.00172875	0.000253212	0.00142085	0.00100199	0.00241046	0.136665
970	-5191.26	-5208.5	17.2449	0.00314633	0.00166069	0.00168732	0.0012222	0.00340067	0.000153051	0.00191739	0.000469002	0.115234	0.00013456	0.00287329	0.000289512	0.00187079	0.00125364	0.00270499	0.000106743	0.00137436	0.00124751	0.00162157	0.000385738	0.00166943	0.00086036	0.00401359	0.149297
980	-5189.91	-5207.29	17.3765	0.00405825	0.0019534	0.000596239	0.001115	0.00176555	0.000890908	0.00207039	0.000944261	0.107904	0.000251717	0.00264995	0.00020122	0.000787509	0.000682798	0.00207455	6.03339e-05	0.000944683	0.000530329	0.00169471	0.000295765	0.00108848	0.000752288	0.00282419	0.136137
990	-5198.57	-5215.66	17.0901	0.00640121	0.0019487	0.00104219	0.00207063	0.00215072	0.000634914	0.00168166	0.000432446	0.125744	0.000584486	0.00184192	0.000135977	0.00208112	0.000821808	0.0040068	5.5296e-05	0.000990928	0.000437827	0.0035116	0.000742655	0.00327611	0.000516084	0.00367076	0.164779
1000	-5191.72	-5208.89	17.1743	0.00475294	0.0032437	0.00132424	0.00300173	0.00348852	0.000397666	0.00435453	0.000289738	0.120441	0.000230393	0.00234466	0.000340291	0.00105767	0.00152087	0.00163296	7.75509e-05	0.000734859	0.000850579	0.00106138	0.000620696	0.00110094	0.00154268	0.0019497	0.156359
1010	-5193.75	-5211.06	17.3101	0.0080046	0.00191605	0.00203479	0.00158729	0.00232457	0.000363887	0.00240646	0.000430521	0.103497	0.000474964	0.00196903	0.000396477	0.00110107	0.000993927	0.00431555	0.000134494	0.000884523	0.00101142	0.00143643	0.000700983	0.00204548	0.00298002	0.00176941	0.142779
1020	-5195.78	-5212.96	17.1761	0.00394141	0.00104479	0.00206922	0.00240973	0.0018179	0.000617334	0.000896053	0.00044643	0.124052	0.0011137	0.00249241	0.00016526	0.00198535	0.00203903	0.00169328	0.000238536	0.000439744	0.00047965	0.00152091	0.000914783	0.00169935	0.00171593	0.00238568	0.156178
1030	-5194.55	-5211.84	17.292	0.00487671	0.00155237	0.00126918	0.00156752	0.00249998	0.00136579	0.00319714	0.000847455	0.108417	0.00041082	0.0032566	0.000169401	0.000900638	0.000820959	0.00284102	0.000201935	0.000748284	0.00109405	0.00111957	0.00210126	0.00142323	0.000555921	0.0033469	0.144584
1040	-5191.76	-5208.93	17.1739	0.00692179	0.000764884	0.00126223	0.00269398	0.00290013	0.00032426	0.00183816	0.000756431	0.119165	0.000114856	0.00351795	0.000189904	0.00168942	0.00106196	0.00197286	0.000403134	0.00106581	0.000739745	0.00169906	0.000848805	0.00222383	0.00150746	0.00273542	0.156397
1050	-5198.11	-5215.27	17.1582	0.00846511	0.000689632	0.00333771	0.00310037	0.00187524	0.000514831	0.00251498	0.000308121	0.116628	8.43118e-05	0.00334834	0.00018002	0.00045595	0.00124438	0.00202194	0.000334809	0.00190364	0.000849225	0.00183712	0.00110169	0.00208447	0.00110771	0.003976	0.157964
1060	-5204.57	-5221.59	17.0235	0.00549473	0.0011884	0.00324145	0.00196262	0.00149623	0.00127639	0.00392566	0.00046353	0.131012	9.65754e-05	0.00277445	7.03229e-05	0.00203866	0.00153038	0.00128768	0.000797162	0.00268534	0.00193875	0.00162247	0.000472891	0.00064591	0.000818038	0.00459189	0.171432
1070	-5201.85	-5219.1	17.2431	0.00393428	0.00135843	0.00146427	0.00391878	0.002227	0.00166898	0.000618231	0.000964425	0.116843	0.000491523	0.00215769	8.78883e-05	0.00100947	0.00130739	0.00232929	0.000838667	0.00129935	0.00149053	0.0014847	0.00162655	0.000511842	0.000803813	0.00104106	0.149477
1080	-5194.74	-5212	17.2578	0.00556737	0.00132325	0.00146616	0.00150634	0.00170792	0.00129862	0.00186535	0.00101679	0.116175	0.000293619	0.00131279	0.000131807	0.00135889	0.00111394	0.00147331	0.000587197	0.00186401	0.000611042	0.0017939	0.000780725	0.000595472	0.00073765	0.00342325	0.148004
1090	-5201.01	-5218.28	17.2663	0.00417331	0.00224734	0.000852156	0.00221627	0.00138852	0.000315634	0.000879573	0.00155155	0.11388	0.000364473	0.00255852	0.000206518	0.00227517	0.00113983	0.00144578	0.00101995	0.00145364	0.00013941	0.00285988	0.000880734	0.000583084	0.00121653	0.00350739	0.147156
1100	-5206.21	-5223.61	17.3959	0.00540867	0.0017786	0.00111334	0.00159447	0.00187747	0.000591394	0.000540695	0.00297426	0.0983072	0.000409105	0.00176519	0.000206535	0.00137279	0.00107714	0.00369229	0.000743338	0.00200495	0.000115703	0.00201752	0.00108906	0.000726916	0.00157879	0.0032069	0.134192
1110	-5202.12	-5219.26	17.1418	0.00847349	0.00224266	0.00136831	0.00117413	0.00440641	0.00113539	0.00146196	0.000508594	0.118592	0.000781359	0.00369056	0.000291962	0.000577885	0.000659977	0.00271586	0.000956945	0.0019071	8.83337e-05	0.00108543	0.00068816	0.00119589	0.00140003	0.00420426	0.159606
1120	-5198.15	-5215.44	17.2955	0.00446479	0.001651	0.000859182	0.0020656	0.00583833	0.000594472	0.00123974	7.16725e-05	0.114307	0.00153243	0.00195926	0.000145693	0.000304122	0.000661366	0.00138343	0.000868142	0.000472148	0.000137858	0.000524814	0.000326984	0.000417325	0.00114228	0.00326712	0.144235
1130	-5195.31	-5212.6	17.2862	0.00654303	0.0030989	0.00136067	0.00206193	0.00304842	0.000197884	0.00182831	0.000157904	0.114307	0.000991786	0.0031606	0.00013749	0.000543304	0.000134252	0.000791391	0.000541647	0.000677118	0.000588238	0.000324508	0.000694101	0.000666913	0.00146548	0.00184608	0.145167
1140	-5195.16	-5212.47	17.3076	0.00631006	0.00209825	0.000457948	0.0029461	0.00223115	0.000733696	0.00214535	0.000294429	0.108506	0.00172797	0.0029195	0.000140053	0.000704048	0.000177228	0.0021595	0.000149533	0.000802276	0.000392671	0.00161513	0.000606257	0.000857677	0.00143714	0.00360834	0.14302
1150	-5191.2	-5208.55	17.3472	0.00493619	0.00234247	0.000261161	0.00183877	0.00213936	0.00054248	0.00220534	0.000222485	0.108506	0.000674671	0.0026704	9.04528e-05	0.00222128	0.000547577	0.00194624	0.000205824	0.000664965	0.000275902	0.00209638	0.000222626	0.00106027	0.00173857	0.00165785	0.139067
1160	-5191.81	-5209.02	17.2044	0.00829088	0.00152195	0.00105765	0.00321217	0.00273345	0.000459892	0.00128949	0.000157984	0.119088	0.000362016	0.00158159	0.000465433	0.000893096	0.000623747	0.00282608	0.00037445	0.000279107	0.000292834	0.00126971	0.000380697	0.00237202	0.00169902	0.00211624	0.153347
1170	-5199.95	-5217.16	17.2116	0.00460126	0.00257685	0.000722629	0.00170964	0.00232923	0.00066271	0.00129898	0.000447838	0.115503	0.000516619	0.00289688	0.000560527	0.00242916	0.000718906	0.00251425	0.000848444	0.000166241	0.00028246	0.00199293	0.00179518	0.00391313	0.0018661	0.00226768	0.152621
1180	-5203.83	-5220.98	17.1517	0.00820557	0.0010118	0.00113129	0.00182284	0.00341072	0.00155179	0.00234418	0.00058162	0.115503	0.00147707	0.00399465	0.00056915	0.000686182	0.00166852	0.00212952	0.00114911	0.00016654	0.000289145	0.00150217	0.00169426	0.00111359	0.00253306	0.00408198	0.158618
1190	-5197.19	-5214.44	17.2549	0.00823293	0.00125701	0.00097543	0.00247438	0.0029611	0.000228636	0.00283598	0.00091594	0.108078	0.000397275	0.00313533	0.000395095	0.000251667	0.00132652	0.00348899	0.000343842	0.000341403	0.000440622	0.000812446	0.00192594	0.00276427	0.00226984	0.00244659	0.148299
1200	-5195.7	-5212.93	17.2348	0.0061177	0.00252308	0.00124235	0.000937823	0.00246209	0.000538793	0.00462763	0.000644047	0.114488	0.000615657	0.00117008	0.000300231	0.000374431	0.00191529	0.00217301	0.00023809	0.000651103	0.000435166	0.00194866	0.000617975	0.00238871	0.00214762	0.00174598	0.150304
1210	-5208.71	-5225.85	17.1421	0.00819101	0.00205114	0.000948599	0.00154973	0.00277838	0.0006985	0.00297349	0.000303277	0.114052	0.00327448	0.000925729	0.000308169	0.002142	0.00283871	0.00485791	0.00037946	0.00264411	0.000642815	0.00122554	0.00133249	0.00195449	0.000788107	0.0027126	0.159573
1220	-5202.87	-5220.09	17.2177	0.00329929	0.000616099	0.00160722	0.00279875	0.00688928	0.000283678	0.00101983	0.000231907	0.114052	0.00127611	0.00186572	0.000247346	0.00233315	0.00246073	0.00215168	0.000599074	0.00145111	0.00100028	0.000618864	0.00131644	0.00110907	0.00224119	0.00254488	0.152014
1230	-5203.17	-5220.43	17.2604	0.00365014	0.0031867	0.00116511	0.00323243	0.00439793	0.00146966	0.00102804	0.000431662	0.108837	0.00132594	0.00433549	0.000357973	0.00209189	0.00115042	0.00324629	7.11653e-05	0.000748357	0.000320042	0.00205903	0.00104154	0.000604909	0.00162334	0.00136877	0.147744
1240	-5195.95	-5213.31	17.3584	0.00400112	0.00191141	0.000590655	0.00252379	0.00174572	0.00117464	0.000360404	0.000274687	0.108837	0.000691767	0.00242131	0.000252575	0.000416276	0.000495399	0.00269149	0.000103972	0.000935098	0.000543968	0.00107519	0.000796438	0.0012449	0.0021371	0.00272258	0.137947
1250	-5201.22	-5218.58	17.3545	0.00238353	0.0024285	0.000599317	0.0017519	0.00265521	0.00189514	0.000525349	0.000671881	0.108837	0.00101997	0.00268257	0.000275325	0.000483337	0.000173909	0.00299575	7.46873e-05	0.000814629	0.000530443	0.00139101	0.000687317	0.00149086	0.00193635	0.00203565	0.138339
1260	-5194.18	-5211.52	17.3356	0.00475929	0.00227121	0.000853521	0.00125237	0.00166594	0.00141289	0.000881636	0.000720849	0.108837	0.000689671	0.00236963	8.99124e-05	0.000664709	0.000363894	0.00333381	3.1877e-05	0.000811989	0.00126029	0.00181657	0.000950064	0.0019727	0.00164689	0.00156705	0.140223
1270	-5196.51	-5213.79	17.28	0.00391691	0.00144588	0.00205127	0.00197935	0.00347879	0.000584861	0.00164197	0.000670634	0.107882	0.000630174	0.00546142	0.0001523	0.000965707	0.000903236	0.00273865	2.00118e-05	0.00114758	0.00207499	0.000799255	0.00156439	0.000886674	0.00223406	0.00255156	0.145781
1280	-5194.34	-5211.68	17.3366	0.00532932	0.00123356	0.00339143	0.00151415	0.00290636	0.000581051	0.00230395	0.000682142	0.106985	0.000260919	0.00368126	0.000305461	0.00152753	0.00113741	0.0016251	3.64706e-05	0.00150833	0.000448901	0.000882327	0.000634835	0.000151299	0.000623306	0.00237194	0.140122
1290	-5194.12	-5211.37	17.2538	0.00424063	0.000801086	0.00149337	0.00159927	0.00385338	0.000610216	0.00232152	0.000222357	0.116268	0.000410535	0.00164065	0.000998951	0.00214124	0.00124746	0.00129476	3.09071e-05	0.00137289	0.00110967	0.00214892	0.000835169	0.000188945	0.000845436	0.00273392	0.148409
1300	-5202.39	-5219.66	17.2633	0.00424222	0.000783849	0.00248538	0.00312492	0.00259305	0.00123576	0.00114347	0.000895556	0.112852	0.000433862	0.00144919	0.00047205	0.00362059	0.00124663	0.00168405	7.59486e-05	0.00167725	0.00138515	0.00262042	0.000358873	0.000195642	0.00139113	0.00149031	0.147458
1310	-5195.31	-5212.64	17.3287	0.00766945	0.00106762	0.000984355	0.00122948	0.00296956	0.000679205	0.00236181	0.000654823	0.102115	0.00048208	0.0027349	0.000440323	0.00287562	0.00181475	0.00274525	1.79324e-05	0.000535403	0.000577753	0.00272622	0.000249115	0.00126475	0.00240196	0.0023147	0.140912
1320	-5196.66	-5213.77	17.1153	0.0050264	0.00102852	0.00199232	0.00139935	0.00345993	0.000635939	0.00333213	0.000413556	0.125734	0.000311641	0.00291501	0.00103661	0.00261173	0.00168634	0.00159873	1.24947e-05	0.000144398	0.000914972	0.00101855	0.000951444	0.000905531	0.00297637	0.00214953	0.162256
1330	-5190.48	-5207.81	17.3319	0.00576175	0.00044122	0.00157877	0.00210872	0.00201632	0.000410768	0.00277813	0.000341958	0.107617	0.000238227	0.00237824	0.000354129	0.00149818	0.00111888	0.00341707	7.3731e-06	0.000266258	0.0013639	0.00118333	0.00123325	0.000313978	0.00207962	0.00208234	0.14059
1340	-5192.37	-5209.56	17.1911	0.00395259	0.00078451	0.00165153	0.001997	0.00227905	0.000422661	0.00285676	0.00086	0.123395	0.000296398	0.00157742	0.000326163	0.000264091	0.000951674	0.00172938	5.61633e-06	0.000511551	0.000798026	0.00166517	0.000556193	0.00146922	0.00208138	0.00423868	0.15467
1350	-5193.52	-5210.68	17.1638	0.00589286	0.00120736	0.000921044	0.00218902	0.0022945	0.00136029	0.00151317	0.00054831	0.123395	0.000196005	0.00209224	0.000557682	0.000269711	0.00107169	0.00263905	1.70918e-05	0.000725949	0.00149572	0.000998347	0.000272046	0.0022545	0.0018921	0.00360444	0.157408
1360	-5191.93	-5209.18	17.2579	0.00715326	0.000803461	0.000586154	0.00106567	0.0035022	0.000159392	0.00169235	0.000368128	0.118068	0.000983695	0.0019472	0.00013005	0.000260246	0.00074752	0.00119615	2.94306e-05	0.00158687	0.00170184	0.000974908	0.000205174	0.00161231	0.00172298	0.00150187	0.147999
1370	-5194.64	-5211.87	17.2314	0.00509677	0.000755391	0.00050066	0.00143292	0.00217335	0.000143868	0.00125304	7.71947e-05	0.121821	0.000440564	0.00212722	0.00012575	0.000387348	0.000949764	0.000473077	3.278e-05	0.000930752	0.00157494	0.00213357	0.000329243	0.0032749	0.00168774	0.00291953	0.150642
1380	-5192.92	-5210.25	17.331	0.00592373	0.00180415	0.00149677	0.00318746	0.00276899	0.000202679	0.00354152	5.69661e-05	0.110157	0.000176898	0.00155069	0.000319804	0.000416039	0.000596499	0.00090436	2.83667e-05	0.000757952	0.000822652	0.0019438	3.36668e-05	0.00212352	0.000854267	0.00101391	0.140681
1390	-5199.55	-5216.76	17.2129	0.00562624	0.001602	0.000959696	0.00142365	0.00258392	0.00013943	0.00211926	0.000409857	0.114138	0.000584419	0.0016876	0.000168259	0.00183888	0.000602526	0.00328611	1.2012e-05	0.00309895	0.000524531	0.0041629	4.09011e-05	0.00377889	0.000910112	0.00279923	0.152497
1400	-5193.49	-5210.74	17.2498	0.00616484	0.00131134	0.000694439	0.000908667	0.00233538	0.000233108	0.00189293	0.000994509	0.117253	0.000372056	0.00339544	0.000164328	0.00144732	0.000527403	0.00354367	1.7638e-06	0.00160693	0.000923125	0.00255632	4.46634e-05	0.000695346	0.000912744	0.000823648	0.148803
1410	-5193.84	-5211.24	17.3953	0.00333433	0.00120792	0.000349693	0.0016987	0.00296348	0.0002857	0.00152448	0.000431728	0.109617	8.55549e-05	0.00476433	9.89431e-05	0.000428618	0.000299888	0.00269474	9.96636e-07	0.000400806	0.000364836	0.00109205	8.40841e-05	0.00030422	0.00167578	0.000551075	0.134259
1420	-5193.28	-5210.52	17.2358	0.00800521	0.00109929	0.000658375	0.00186424	0.00397462	0.000116761	0.0030593	0.00022849	0.116834	0.000130208	0.00146687	0.000311994	0.000639891	0.000345662	0.00493717	4.46727e-06	0.000269515	0.00126588	0.000751715	0.000137634	0.000584988	0.00283297	0.000684687	0.150203
1430	-5187.94	-5205.23	17.2922	0.00465188	0.000847655	0.00113391	0.00129025	0.00128185	0.00010934	0.00240969	0.000117944	0.120524	0.000420839	0.00195511	0.000205686	0.00177987	0.000264173	0.00173947	6.37479e-06	0.00051866	0.00120347	0.000978364	0.000123266	0.000559397	0.000738743	0.0017056	0.144566
1440	-5195.1	-5212.21	17.1106	0.00573136	0.00172469	0.000984764	0.000669814	0.0025428	0.000192026	0.00176846	0.000138694	0.136205	0.000548441	0.00132002	0.000645604	0.000966234	0.000307201	0.00214163	3.19047e-06	0.00103826	0.000838551	0.00174062	0.000107525	0.00157706	0.000810695	0.00072621	0.162729
1450	-5192.03	-5209.3	17.266	0.00317325	0.00266845	0.000505979	0.001262	0.00136239	0.000697985	0.00229829	0.000116153	0.121917	0.000212311	0.00261541	0.000355961	0.000760888	0.000745604	0.003611	4.49314e-06	0.000541194	0.00115986	0.000506691	0.000202096	0.000425247	0.000494625	0.00155185	0.147189
1460	-5190.79	-5208.23	17.4448	0.00395738	0.00114651	0.000816901	0.00100926	0.00129825	0.000972641	0.00267015	6.78712e-05	0.10705	0.000115492	0.000933672	0.000573082	0.00116538	0.000630567	0.00234628	1.09506e-05	0.000230711	0.000763145	0.000596346	0.000332876	0.000876822	0.000637676	0.00109961	0.129301
1470	-5194.14	-5211.42	17.2849	0.00534903	0.00111936	0.0011028	0.00523173	0.00222223	0.000980617	0.00271082	0.000197029	0.11087	0.00010621	0.00136739	0.000751247	0.00197843	0.00150627	0.00244199	9.42861e-06	0.000334989	0.00114007	0.00073076	0.000371251	0.0013915	0.000655366	0.00272209	0.14529
1480	-5192.52	-5209.71	17.193	0.00697805	0.00159063	0.00166927	0.00247506	0.00201816	0.000492548	0.0023922	0.000178922	0.117801	0.000121758	0.00173124	0.000801094	0.00169819	0.002245	0.00239683	1.31167e-05	0.000456996	0.00135221	0.00163154	0.00164965	0.00206071	0.000964856	0.00176195	0.154481
1490	-5190.55	-5207.78	17.2217	0.00696046	0.0015402	0.00212634	0.00166052	0.00288712	0.000218552	0.00153265	0.000148493	0.121149	0.000138685	0.00155923	0.00119887	0.00164599	0.000628828	0.00152571	1.37253e-05	0.000137852	0.000602211	0.000710366	0.000739212	0.00136424	0.00114918	0.00197969	0.151617
1500	-5192.48	-5209.6	17.1208	0.00730977	0.00207215	0.00141029	0.0021243	0.00433896	9.22903e-05	0.00209461	0.000129289	0.122924	0.000153677	0.00471854	0.000391582	0.00204216	0.00173172	0.00240412	4.25213e-06	0.000696785	0.00100556	0.0015405	0.000964186	0.000398623	0.000783713	0.00237548	0.161706
1510	-5196.8	-5213.95	17.1485	0.00709502	0.000764189	0.00404913	0.00162228	0.00203211	4.24719e-05	0.00433373	0.000172501	0.123334	6.11993e-05	0.00211797	0.00110571	0.00132737	0.000613507	0.0012661	7.42531e-06	0.00131348	0.0011005	0.00197534	0.000592812	0.000319005	0.000614	0.00307821	0.158938
